Fatal Crash Data ,Unnamed: 1,(Data current to December 2024),Unnamed: 3,Unnamed: 4
Crash ID,State,Month,Year,Dayweek
20241115,NSW,12,2024,Friday
20241125,NSW,12,2024,Friday
20246013,Tas,12,2024,Friday
20241002,NSW,12,2024,Friday
20242261,Vic,12,2024,Friday
20243185,Qld,12,2024,Friday
20244016,SA,12,2024,Friday
20245001,WA,12,2024,Friday
20243168,Qld,12,2024,Friday
20246003,Tas,12,2024,Friday
20246001,Tas,12,2024,Friday
20244081,SA,12,2024,Friday
20241087,NSW,12,2024,Friday
20241054,NSW,12,2024,Friday
20244042,SA,12,2024,Monday
20242183,Vic,12,2024,Monday
20242171,Vic,12,2024,Monday
20243246,Qld,12,2024,Monday
20248007,ACT,12,2024,Monday
20241101,NSW,12,2024,Monday
20241216,NSW,12,2024,Monday
20241300,NSW,12,2024,Monday
20243007,Qld,12,2024,Monday
20241278,NSW,12,2024,Monday
20245005,WA,12,2024,Monday
20241149,NSW,12,2024,Monday
20247029,NT,12,2024,Monday
20242156,Vic,12,2024,Monday
20245143,WA,12,2024,Monday
20245039,WA,12,2024,Monday
20242087,Vic,12,2024,Saturday
20241068,NSW,12,2024,Saturday
20243273,Qld,12,2024,Saturday
20242141,Vic,12,2024,Saturday
20245045,WA,12,2024,Saturday
20245093,WA,12,2024,Saturday
20244020,SA,12,2024,Saturday
20244055,SA,12,2024,Saturday
20242095,Vic,12,2024,Saturday
20245100,WA,12,2024,Saturday
20241094,NSW,12,2024,Saturday
20243209,Qld,12,2024,Saturday
20243160,Qld,12,2024,Saturday
20244001,SA,12,2024,Saturday
20243243,Qld,12,2024,Saturday
20245119,WA,12,2024,Saturday
20246016,Tas,12,2024,Saturday
20241119,NSW,12,2024,Saturday
20245133,WA,12,2024,Saturday
20245069,WA,12,2024,Saturday
20241169,NSW,12,2024,Saturday
20245161,WA,12,2024,Saturday
20241291,NSW,12,2024,Sunday
20243036,Qld,12,2024,Sunday
20244026,SA,12,2024,Sunday
20241077,NSW,12,2024,Sunday
20241028,NSW,12,2024,Sunday
20241022,NSW,12,2024,Sunday
20243015,Qld,12,2024,Sunday
20245068,WA,12,2024,Sunday
20242229,Vic,12,2024,Sunday
20244023,SA,12,2024,Sunday
20241098,NSW,12,2024,Sunday
20243114,Qld,12,2024,Sunday
20245092,WA,12,2024,Sunday
20241040,NSW,12,2024,Sunday
20242188,Vic,12,2024,Sunday
20241174,NSW,12,2024,Sunday
20241088,NSW,12,2024,Sunday
20245031,WA,12,2024,Sunday
20242136,Vic,12,2024,Sunday
20241255,NSW,12,2024,Sunday
20242227,Vic,12,2024,Sunday
20241053,NSW,12,2024,Sunday
20243046,Qld,12,2024,Sunday
20245107,WA,12,2024,Sunday
20241080,NSW,12,2024,Thursday
20242006,Vic,12,2024,Thursday
20245130,WA,12,2024,Thursday
20243044,Qld,12,2024,Thursday
20246009,Tas,12,2024,Thursday
20241274,NSW,12,2024,Thursday
20242073,Vic,12,2024,Thursday
20241240,NSW,12,2024,Thursday
20242035,Vic,12,2024,Thursday
20243176,Qld,12,2024,Tuesday
20245006,WA,12,2024,Tuesday
20241181,NSW,12,2024,Tuesday
20243110,Qld,12,2024,Tuesday
20242037,Vic,12,2024,Tuesday
20244044,SA,12,2024,Tuesday
20243090,Qld,12,2024,Tuesday
20243147,Qld,12,2024,Tuesday
20245083,WA,12,2024,Tuesday
20244019,SA,12,2024,Tuesday
20241194,NSW,12,2024,Tuesday
20241139,NSW,12,2024,Tuesday
20241197,NSW,12,2024,Tuesday
20243220,Qld,12,2024,Wednesday
20243267,Qld,12,2024,Wednesday
20241057,NSW,12,2024,Wednesday
20245164,WA,12,2024,Wednesday
20243174,Qld,12,2024,Wednesday
20242148,Vic,12,2024,Wednesday
20241166,NSW,12,2024,Wednesday
20247011,NT,12,2024,Wednesday
20243213,Qld,11,2024,Friday
20241096,NSW,11,2024,Friday
20242089,Vic,11,2024,Friday
20245012,WA,11,2024,Friday
20245070,WA,11,2024,Friday
20243073,Qld,11,2024,Friday
20242264,Vic,11,2024,Friday
20241027,NSW,11,2024,Friday
20242018,Vic,11,2024,Friday
20241163,NSW,11,2024,Friday
20243143,Qld,11,2024,Friday
20241222,NSW,11,2024,Friday
20241218,NSW,11,2024,Friday
20243249,Qld,11,2024,Friday
20243098,Qld,11,2024,Friday
20242193,Vic,11,2024,Friday
20241306,NSW,11,2024,Friday
20247002,NT,11,2024,Monday
20243037,Qld,11,2024,Monday
20244083,SA,11,2024,Monday
20245145,WA,11,2024,Monday
20241196,NSW,11,2024,Monday
20244028,SA,11,2024,Monday
20243038,Qld,11,2024,Monday
20242023,Vic,11,2024,Monday
20242230,Vic,11,2024,Monday
20242127,Vic,11,2024,Monday
20242120,Vic,11,2024,Monday
20241106,NSW,11,2024,Monday
20241230,NSW,11,2024,Monday
20241055,NSW,11,2024,Monday
20241267,NSW,11,2024,Monday
20242260,Vic,11,2024,Monday
20242158,Vic,11,2024,Saturday
20242057,Vic,11,2024,Saturday
20242163,Vic,11,2024,Saturday
20245098,WA,11,2024,Saturday
20243153,Qld,11,2024,Saturday
20242161,Vic,11,2024,Saturday
20243172,Qld,11,2024,Saturday
20241236,NSW,11,2024,Saturday
20245162,WA,11,2024,Saturday
20242213,Vic,11,2024,Saturday
20242005,Vic,11,2024,Saturday
20241188,NSW,11,2024,Saturday
20245056,WA,11,2024,Saturday
20245008,WA,11,2024,Saturday
20242114,Vic,11,2024,Saturday
20243191,Qld,11,2024,Saturday
20241256,NSW,11,2024,Saturday
20247006,NT,11,2024,Saturday
20242207,Vic,11,2024,Saturday
20242019,Vic,11,2024,Saturday
20243008,Qld,11,2024,Saturday
20243041,Qld,11,2024,Saturday
20243001,Qld,11,2024,Saturday
20244021,SA,11,2024,Saturday
20243113,Qld,11,2024,Saturday
20242050,Vic,11,2024,Saturday
20242004,Vic,11,2024,Saturday
20241107,NSW,11,2024,Saturday
20243022,Qld,11,2024,Sunday
20248002,ACT,11,2024,Sunday
20242088,Vic,11,2024,Sunday
20241173,NSW,11,2024,Sunday
20241004,NSW,11,2024,Sunday
20246004,Tas,11,2024,Sunday
20241201,NSW,11,2024,Sunday
20242124,Vic,11,2024,Sunday
20241029,NSW,11,2024,Sunday
20243005,Qld,11,2024,Sunday
20241261,NSW,11,2024,Sunday
20244024,SA,11,2024,Sunday
20245004,WA,11,2024,Sunday
20245134,WA,11,2024,Sunday
20241215,NSW,11,2024,Sunday
20243186,Qld,11,2024,Sunday
20248006,ACT,11,2024,Sunday
20243208,Qld,11,2024,Sunday
20241134,NSW,11,2024,Thursday
20243040,Qld,11,2024,Thursday
20241263,NSW,11,2024,Thursday
20241302,NSW,11,2024,Thursday
20241147,NSW,11,2024,Thursday
20243096,Qld,11,2024,Thursday
20243248,Qld,11,2024,Thursday
20241150,NSW,11,2024,Thursday
20241247,NSW,11,2024,Thursday
20242051,Vic,11,2024,Thursday
20242174,Vic,11,2024,Thursday
20241234,NSW,11,2024,Thursday
20242110,Vic,11,2024,Thursday
20242052,Vic,11,2024,Thursday
20243247,Qld,11,2024,Tuesday
20243144,Qld,11,2024,Tuesday
20242013,Vic,11,2024,Tuesday
20242008,Vic,11,2024,Tuesday
20241235,NSW,11,2024,Tuesday
20243087,Qld,11,2024,Tuesday
20244061,SA,11,2024,Tuesday
20241009,NSW,11,2024,Tuesday
20241072,NSW,11,2024,Tuesday
20243129,Qld,11,2024,Tuesday
20242219,Vic,11,2024,Tuesday
20241219,NSW,11,2024,Tuesday
20244010,SA,11,2024,Tuesday
20244040,SA,11,2024,Tuesday
20243171,Qld,11,2024,Tuesday
20242075,Vic,11,2024,Tuesday
20243079,Qld,11,2024,Tuesday
20245103,WA,11,2024,Tuesday
20242068,Vic,11,2024,Tuesday
20241045,NSW,11,2024,Tuesday
20243017,Qld,11,2024,Tuesday
20242128,Vic,11,2024,Tuesday
20247024,NT,11,2024,Wednesday
20241160,NSW,11,2024,Wednesday
20241081,NSW,11,2024,Wednesday
20242103,Vic,11,2024,Wednesday
20241135,NSW,11,2024,Wednesday
20241209,NSW,11,2024,Wednesday
20245051,WA,11,2024,Wednesday
20242140,Vic,10,2024,Friday
20242142,Vic,10,2024,Friday
20243107,Qld,10,2024,Friday
20243020,Qld,10,2024,Friday
20241151,NSW,10,2024,Friday
20243158,Qld,10,2024,Friday
20241286,NSW,10,2024,Friday
20243102,Qld,10,2024,Friday
20241303,NSW,10,2024,Friday
20246029,Tas,10,2024,Friday
20248005,ACT,10,2024,Friday
20243035,Qld,10,2024,Friday
20244018,SA,10,2024,Friday
20241060,NSW,10,2024,Friday
20242022,Vic,10,2024,Friday
20241037,NSW,10,2024,Friday
20241257,NSW,10,2024,Friday
20241128,NSW,10,2024,Monday
20243089,Qld,10,2024,Monday
20242181,Vic,10,2024,Monday
20243082,Qld,10,2024,Monday
20245080,WA,10,2024,Monday
20243150,Qld,10,2024,Monday
20245041,WA,10,2024,Monday
20242152,Vic,10,2024,Monday
20247010,NT,10,2024,Monday
20245088,WA,10,2024,Monday
20243239,Qld,10,2024,Monday
20243170,Qld,10,2024,Monday
20242040,Vic,10,2024,Saturday
20243084,Qld,10,2024,Saturday
20241030,NSW,10,2024,Saturday
20245016,WA,10,2024,Saturday
20243127,Qld,10,2024,Saturday
20243003,Qld,10,2024,Saturday
20243266,Qld,10,2024,Saturday
20241042,NSW,10,2024,Saturday
20243121,Qld,10,2024,Saturday
20245124,WA,10,2024,Saturday
20245043,WA,10,2024,Saturday
20245044,WA,10,2024,Saturday
20241175,NSW,10,2024,Saturday
20245061,WA,10,2024,Sunday
20243072,Qld,10,2024,Sunday
20242232,Vic,10,2024,Sunday
20244057,SA,10,2024,Sunday
20242173,Vic,10,2024,Sunday
20241091,NSW,10,2024,Sunday
20243201,Qld,10,2024,Sunday
20242135,Vic,10,2024,Sunday
20243225,Qld,10,2024,Sunday
20245116,WA,10,2024,Sunday
20241167,NSW,10,2024,Sunday
20244060,SA,10,2024,Sunday
20241268,NSW,10,2024,Sunday
20244013,SA,10,2024,Sunday
20245002,WA,10,2024,Sunday
20243235,Qld,10,2024,Sunday
20244059,SA,10,2024,Sunday
20245015,WA,10,2024,Sunday
20241266,NSW,10,2024,Sunday
20243131,Qld,10,2024,Sunday
20245111,WA,10,2024,Sunday
20242080,Vic,10,2024,Sunday
20245160,WA,10,2024,Thursday
20241287,NSW,10,2024,Thursday
20241152,NSW,10,2024,Thursday
20243161,Qld,10,2024,Thursday
20242042,Vic,10,2024,Thursday
20243210,Qld,10,2024,Thursday
20244025,SA,10,2024,Thursday
20243088,Qld,10,2024,Thursday
20241211,NSW,10,2024,Thursday
20242007,Vic,10,2024,Thursday
20247050,NT,10,2024,Thursday
20245037,WA,10,2024,Thursday
20241204,NSW,10,2024,Thursday
20244062,SA,10,2024,Thursday
20241137,NSW,10,2024,Thursday
20243117,Qld,10,2024,Thursday
20242081,Vic,10,2024,Thursday
20242015,Vic,10,2024,Thursday
20243206,Qld,10,2024,Thursday
20242034,Vic,10,2024,Thursday
20248003,ACT,10,2024,Thursday
20244032,SA,10,2024,Tuesday
20241153,NSW,10,2024,Tuesday
20242138,Vic,10,2024,Tuesday
20243198,Qld,10,2024,Tuesday
20243190,Qld,10,2024,Tuesday
20242107,Vic,10,2024,Tuesday
20243080,Qld,10,2024,Tuesday
20242204,Vic,10,2024,Tuesday
20242139,Vic,10,2024,Tuesday
20245086,WA,10,2024,Tuesday
20247026,NT,10,2024,Wednesday
20245063,WA,10,2024,Wednesday
20241103,NSW,10,2024,Wednesday
20247025,NT,10,2024,Wednesday
20242129,Vic,10,2024,Wednesday
20244027,SA,10,2024,Wednesday
20243006,Qld,10,2024,Wednesday
20243108,Qld,10,2024,Wednesday
20243212,Qld,10,2024,Wednesday
20241237,NSW,10,2024,Wednesday
20241052,NSW,10,2024,Wednesday
20241308,NSW,10,2024,Wednesday
20246027,Tas,9,2024,Friday
20244072,SA,9,2024,Friday
20245125,WA,9,2024,Friday
20241195,NSW,9,2024,Friday
20244043,SA,9,2024,Friday
20241102,NSW,9,2024,Friday
20243194,Qld,9,2024,Friday
20245148,WA,9,2024,Friday
20246017,Tas,9,2024,Friday
20243070,Qld,9,2024,Friday
20243165,Qld,9,2024,Friday
20241063,NSW,9,2024,Friday
20241132,NSW,9,2024,Friday
20241292,NSW,9,2024,Friday
20245141,WA,9,2024,Friday
20241189,NSW,9,2024,Friday
20241233,NSW,9,2024,Friday
20242115,Vic,9,2024,Monday
20242167,Vic,9,2024,Monday
20241016,NSW,9,2024,Monday
20246025,Tas,9,2024,Monday
20243234,Qld,9,2024,Monday
20241220,NSW,9,2024,Monday
20243002,Qld,9,2024,Monday
20241034,NSW,9,2024,Monday
20242012,Vic,9,2024,Monday
20243009,Qld,9,2024,Saturday
20245018,WA,9,2024,Saturday
20241269,NSW,9,2024,Saturday
20242093,Vic,9,2024,Saturday
20242176,Vic,9,2024,Saturday
20242255,Vic,9,2024,Saturday
20241066,NSW,9,2024,Saturday
20242175,Vic,9,2024,Saturday
20243207,Qld,9,2024,Saturday
20242029,Vic,9,2024,Saturday
20241246,NSW,9,2024,Saturday
20242046,Vic,9,2024,Saturday
20241078,NSW,9,2024,Saturday
20245065,WA,9,2024,Saturday
20243064,Qld,9,2024,Sunday
20241013,NSW,9,2024,Sunday
20246019,Tas,9,2024,Sunday
20247019,NT,9,2024,Sunday
20247039,NT,9,2024,Sunday
20242257,Vic,9,2024,Sunday
20241138,NSW,9,2024,Sunday
20245013,WA,9,2024,Sunday
20247045,NT,9,2024,Sunday
20244014,SA,9,2024,Sunday
20242053,Vic,9,2024,Sunday
20244069,SA,9,2024,Sunday
20243111,Qld,9,2024,Sunday
20247028,NT,9,2024,Sunday
20243067,Qld,9,2024,Sunday
20242186,Vic,9,2024,Sunday
20242250,Vic,9,2024,Sunday
20245078,WA,9,2024,Sunday
20243167,Qld,9,2024,Thursday
20245150,WA,9,2024,Thursday
20243106,Qld,9,2024,Thursday
20242098,Vic,9,2024,Thursday
20241179,NSW,9,2024,Thursday
20242070,Vic,9,2024,Thursday
20243261,Qld,9,2024,Thursday
20243227,Qld,9,2024,Thursday
20242243,Vic,9,2024,Thursday
20242102,Vic,9,2024,Thursday
20245165,WA,9,2024,Thursday
20241109,NSW,9,2024,Thursday
20243187,Qld,9,2024,Tuesday
20245028,WA,9,2024,Tuesday
20241301,NSW,9,2024,Tuesday
20243135,Qld,9,2024,Tuesday
20245166,WA,9,2024,Tuesday
20245110,WA,9,2024,Tuesday
20241248,NSW,9,2024,Wednesday
20245030,WA,9,2024,Wednesday
20243268,Qld,9,2024,Wednesday
20242071,Vic,9,2024,Wednesday
20241020,NSW,9,2024,Wednesday
20241294,NSW,9,2024,Wednesday
20241304,NSW,9,2024,Wednesday
20245112,WA,9,2024,Wednesday
20242123,Vic,9,2024,Wednesday
20243197,Qld,9,2024,Wednesday
20242144,Vic,9,2024,Wednesday
20241199,NSW,9,2024,Wednesday
20243066,Qld,8,2024,Friday
20243203,Qld,8,2024,Friday
20243233,Qld,8,2024,Friday
20242209,Vic,8,2024,Friday
20242056,Vic,8,2024,Friday
20245152,WA,8,2024,Friday
20242130,Vic,8,2024,Friday
20243109,Qld,8,2024,Friday
20243010,Qld,8,2024,Friday
20247035,NT,8,2024,Friday
20243181,Qld,8,2024,Friday
20246018,Tas,8,2024,Friday
20241071,NSW,8,2024,Friday
20241186,NSW,8,2024,Friday
20243078,Qld,8,2024,Friday
20241223,NSW,8,2024,Friday
20245136,WA,8,2024,Friday
20241221,NSW,8,2024,Friday
20241143,NSW,8,2024,Friday
20243242,Qld,8,2024,Friday
20247031,NT,8,2024,Friday
20242189,Vic,8,2024,Monday
20245102,WA,8,2024,Monday
20242170,Vic,8,2024,Monday
20243043,Qld,8,2024,Monday
20241140,NSW,8,2024,Monday
20244063,SA,8,2024,Monday
20245010,WA,8,2024,Monday
20241131,NSW,8,2024,Monday
20245019,WA,8,2024,Monday
20242172,Vic,8,2024,Monday
20241111,NSW,8,2024,Monday
20242055,Vic,8,2024,Monday
20241017,NSW,8,2024,Monday
20244067,SA,8,2024,Monday
20246024,Tas,8,2024,Saturday
20241254,NSW,8,2024,Saturday
20247004,NT,8,2024,Saturday
20243011,Qld,8,2024,Saturday
20245147,WA,8,2024,Saturday
20246011,Tas,8,2024,Saturday
20242177,Vic,8,2024,Saturday
20241127,NSW,8,2024,Saturday
20241210,NSW,8,2024,Saturday
20242132,Vic,8,2024,Saturday
20242184,Vic,8,2024,Saturday
20243024,Qld,8,2024,Saturday
20241253,NSW,8,2024,Saturday
20245058,WA,8,2024,Saturday
20242224,Vic,8,2024,Saturday
20243031,Qld,8,2024,Sunday
20242069,Vic,8,2024,Sunday
20245076,WA,8,2024,Sunday
20243156,Qld,8,2024,Sunday
20242251,Vic,8,2024,Sunday
20244034,SA,8,2024,Sunday
20242090,Vic,8,2024,Sunday
20243231,Qld,8,2024,Sunday
20242194,Vic,8,2024,Sunday
20245085,WA,8,2024,Sunday
20243142,Qld,8,2024,Thursday
20242043,Vic,8,2024,Thursday
20243124,Qld,8,2024,Thursday
20244007,SA,8,2024,Thursday
20242060,Vic,8,2024,Thursday
20243104,Qld,8,2024,Thursday
20244041,SA,8,2024,Thursday
20247043,NT,8,2024,Thursday
20246026,Tas,8,2024,Thursday
20243021,Qld,8,2024,Tuesday
20245140,WA,8,2024,Tuesday
20242155,Vic,8,2024,Tuesday
20242032,Vic,8,2024,Tuesday
20241285,NSW,8,2024,Tuesday
20245011,WA,8,2024,Tuesday
20244066,SA,8,2024,Tuesday
20242064,Vic,8,2024,Tuesday
20242164,Vic,8,2024,Tuesday
20244035,SA,8,2024,Tuesday
20242252,Vic,8,2024,Wednesday
20243018,Qld,8,2024,Wednesday
20242086,Vic,8,2024,Wednesday
20243217,Qld,8,2024,Wednesday
20243251,Qld,8,2024,Wednesday
20243058,Qld,8,2024,Wednesday
20245053,WA,8,2024,Wednesday
20247038,NT,8,2024,Wednesday
20244046,SA,8,2024,Wednesday
20245014,WA,8,2024,Wednesday
20243085,Qld,7,2024,Friday
20244039,SA,7,2024,Friday
20243240,Qld,7,2024,Friday
20247049,NT,7,2024,Friday
20247017,NT,7,2024,Friday
20246002,Tas,7,2024,Friday
20242099,Vic,7,2024,Friday
20247036,NT,7,2024,Friday
20241176,NSW,7,2024,Friday
20243063,Qld,7,2024,Friday
20247022,NT,7,2024,Friday
20241086,NSW,7,2024,Friday
20241224,NSW,7,2024,Friday
20241265,NSW,7,2024,Monday
20241202,NSW,7,2024,Monday
20245052,WA,7,2024,Monday
20245064,WA,7,2024,Monday
20246023,Tas,7,2024,Monday
20241293,NSW,7,2024,Monday
20241299,NSW,7,2024,Monday
20244078,SA,7,2024,Monday
20243164,Qld,7,2024,Monday
20242201,Vic,7,2024,Monday
20245117,WA,7,2024,Monday
20241307,NSW,7,2024,Monday
20242074,Vic,7,2024,Monday
20241243,NSW,7,2024,Monday
20247034,NT,7,2024,Monday
20241260,NSW,7,2024,Saturday
20243004,Qld,7,2024,Saturday
20246014,Tas,7,2024,Saturday
20242024,Vic,7,2024,Saturday
20245105,WA,7,2024,Saturday
20243169,Qld,7,2024,Saturday
20243081,Qld,7,2024,Saturday
20242169,Vic,7,2024,Saturday
20242119,Vic,7,2024,Saturday
20241110,NSW,7,2024,Saturday
20241082,NSW,7,2024,Saturday
20242062,Vic,7,2024,Saturday
20245132,WA,7,2024,Saturday
20241159,NSW,7,2024,Sunday
20246022,Tas,7,2024,Sunday
20241229,NSW,7,2024,Sunday
20245062,WA,7,2024,Sunday
20242026,Vic,7,2024,Sunday
20247009,NT,7,2024,Sunday
20242268,Vic,7,2024,Sunday
20242238,Vic,7,2024,Sunday
20242122,Vic,7,2024,Sunday
20241046,NSW,7,2024,Sunday
20243192,Qld,7,2024,Sunday
20241032,NSW,7,2024,Sunday
20241031,NSW,7,2024,Sunday
20243254,Qld,7,2024,Sunday
20243133,Qld,7,2024,Sunday
20241203,NSW,7,2024,Sunday
20247046,NT,7,2024,Sunday
20243118,Qld,7,2024,Thursday
20243173,Qld,7,2024,Thursday
20243199,Qld,7,2024,Thursday
20244003,SA,7,2024,Thursday
20241298,NSW,7,2024,Thursday
20242112,Vic,7,2024,Thursday
20243092,Qld,7,2024,Thursday
20243042,Qld,7,2024,Thursday
20243221,Qld,7,2024,Thursday
20244005,SA,7,2024,Thursday
20243178,Qld,7,2024,Thursday
20245074,WA,7,2024,Thursday
20242196,Vic,7,2024,Thursday
20244050,SA,7,2024,Thursday
20241208,NSW,7,2024,Thursday
20242259,Vic,7,2024,Tuesday
20242212,Vic,7,2024,Tuesday
20244045,SA,7,2024,Tuesday
20243019,Qld,7,2024,Tuesday
20241036,NSW,7,2024,Tuesday
20242226,Vic,7,2024,Tuesday
20247007,NT,7,2024,Tuesday
20243074,Qld,7,2024,Tuesday
20241003,NSW,7,2024,Tuesday
20241277,NSW,7,2024,Tuesday
20241249,NSW,7,2024,Tuesday
20242020,Vic,7,2024,Tuesday
20242108,Vic,7,2024,Tuesday
20243120,Qld,7,2024,Tuesday
20242187,Vic,7,2024,Tuesday
20245075,WA,7,2024,Tuesday
20243116,Qld,7,2024,Tuesday
20245151,WA,7,2024,Tuesday
20242133,Vic,7,2024,Wednesday
20241092,NSW,7,2024,Wednesday
20245050,WA,7,2024,Wednesday
20245091,WA,7,2024,Wednesday
20242121,Vic,7,2024,Wednesday
20245054,WA,7,2024,Wednesday
20243214,Qld,7,2024,Wednesday
20241118,NSW,7,2024,Wednesday
20245096,WA,7,2024,Wednesday
20243157,Qld,7,2024,Wednesday
20241190,NSW,7,2024,Wednesday
20241097,NSW,7,2024,Wednesday
20242265,Vic,7,2024,Wednesday
20241250,NSW,7,2024,Wednesday
20242200,Vic,7,2024,Wednesday
20242178,Vic,7,2024,Wednesday
20242234,Vic,7,2024,Wednesday
20242048,Vic,7,2024,Wednesday
20245007,WA,7,2024,Wednesday
20245126,WA,6,2024,Friday
20242003,Vic,6,2024,Friday
20243061,Qld,6,2024,Friday
20243252,Qld,6,2024,Friday
20242162,Vic,6,2024,Friday
20244071,SA,6,2024,Friday
20241047,NSW,6,2024,Friday
20241205,NSW,6,2024,Friday
20241024,NSW,6,2024,Friday
20242096,Vic,6,2024,Friday
20242240,Vic,6,2024,Friday
20243139,Qld,6,2024,Friday
20243075,Qld,6,2024,Monday
20244051,SA,6,2024,Monday
20241070,NSW,6,2024,Monday
20244079,SA,6,2024,Monday
20243051,Qld,6,2024,Monday
20242237,Vic,6,2024,Monday
20243148,Qld,6,2024,Monday
20242157,Vic,6,2024,Monday
20244022,SA,6,2024,Monday
20241142,NSW,6,2024,Monday
20241124,NSW,6,2024,Monday
20241010,NSW,6,2024,Monday
20241252,NSW,6,2024,Monday
20245009,WA,6,2024,Monday
20243155,Qld,6,2024,Monday
20243163,Qld,6,2024,Saturday
20247027,NT,6,2024,Saturday
20247042,NT,6,2024,Saturday
20247020,NT,6,2024,Saturday
20245142,WA,6,2024,Saturday
20243269,Qld,6,2024,Saturday
20245121,WA,6,2024,Saturday
20245081,WA,6,2024,Saturday
20242166,Vic,6,2024,Saturday
20243056,Qld,6,2024,Saturday
20243049,Qld,6,2024,Sunday
20243103,Qld,6,2024,Sunday
20242233,Vic,6,2024,Sunday
20243014,Qld,6,2024,Sunday
20241198,NSW,6,2024,Sunday
20242249,Vic,6,2024,Sunday
20243154,Qld,6,2024,Sunday
20241100,NSW,6,2024,Sunday
20241074,NSW,6,2024,Sunday
20243263,Qld,6,2024,Sunday
20242016,Vic,6,2024,Sunday
20244017,SA,6,2024,Sunday
20244009,SA,6,2024,Sunday
20242085,Vic,6,2024,Sunday
20244012,SA,6,2024,Sunday
20243205,Qld,6,2024,Sunday
20241035,NSW,6,2024,Sunday
20241161,NSW,6,2024,Thursday
20245023,WA,6,2024,Thursday
20241062,NSW,6,2024,Thursday
20243119,Qld,6,2024,Thursday
20245059,WA,6,2024,Thursday
20241155,NSW,6,2024,Thursday
20243152,Qld,6,2024,Thursday
20247030,NT,6,2024,Thursday
20247013,NT,6,2024,Tuesday
20241039,NSW,6,2024,Tuesday
20243053,Qld,6,2024,Tuesday
20242154,Vic,6,2024,Tuesday
20243215,Qld,6,2024,Tuesday
20243026,Qld,6,2024,Tuesday
20241050,NSW,6,2024,Tuesday
20243271,Qld,6,2024,Tuesday
20243236,Qld,6,2024,Tuesday
20241133,NSW,6,2024,Tuesday
20248008,ACT,6,2024,Tuesday
20244037,SA,6,2024,Tuesday
20242143,Vic,6,2024,Wednesday
20241273,NSW,6,2024,Wednesday
20242067,Vic,6,2024,Wednesday
20242214,Vic,6,2024,Wednesday
20245158,WA,6,2024,Wednesday
20243238,Qld,6,2024,Wednesday
20242011,Vic,6,2024,Wednesday
20241180,NSW,6,2024,Wednesday
20241059,NSW,6,2024,Wednesday
20241021,NSW,6,2024,Wednesday
20242254,Vic,6,2024,Wednesday
20245138,WA,6,2024,Wednesday
20245157,WA,6,2024,Wednesday
20241245,NSW,6,2024,Wednesday
20243256,Qld,6,2024,Wednesday
20243126,Qld,5,2024,Friday
20244082,SA,5,2024,Friday
20241108,NSW,5,2024,Friday
20245040,WA,5,2024,Friday
20242137,Vic,5,2024,Friday
20241005,NSW,5,2024,Friday
20241051,NSW,5,2024,Friday
20243128,Qld,5,2024,Friday
20242109,Vic,5,2024,Friday
20241116,NSW,5,2024,Friday
20247023,NT,5,2024,Friday
20242097,Vic,5,2024,Monday
20245149,WA,5,2024,Monday
20243226,Qld,5,2024,Monday
20246008,Tas,5,2024,Monday
20242092,Vic,5,2024,Monday
20242125,Vic,5,2024,Monday
20245120,WA,5,2024,Monday
20244077,SA,5,2024,Saturday
20242066,Vic,5,2024,Saturday
20242049,Vic,5,2024,Saturday
20243265,Qld,5,2024,Saturday
20243122,Qld,5,2024,Sunday
20245067,WA,5,2024,Sunday
20243151,Qld,5,2024,Sunday
20241283,NSW,5,2024,Sunday
20242262,Vic,5,2024,Sunday
20247041,NT,5,2024,Sunday
20242100,Vic,5,2024,Sunday
20247018,NT,5,2024,Sunday
20242211,Vic,5,2024,Sunday
20245135,WA,5,2024,Sunday
20245084,WA,5,2024,Sunday
20241168,NSW,5,2024,Sunday
20245127,WA,5,2024,Sunday
20241162,NSW,5,2024,Sunday
20241073,NSW,5,2024,Sunday
20243097,Qld,5,2024,Thursday
20248009,ACT,5,2024,Thursday
20242182,Vic,5,2024,Thursday
20243123,Qld,5,2024,Thursday
20242044,Vic,5,2024,Thursday
20242149,Vic,5,2024,Thursday
20243237,Qld,5,2024,Thursday
20241120,NSW,5,2024,Thursday
20242266,Vic,5,2024,Thursday
20245155,WA,5,2024,Thursday
20241048,NSW,5,2024,Thursday
20247040,NT,5,2024,Thursday
20243023,Qld,5,2024,Tuesday
20243137,Qld,5,2024,Tuesday
20241200,NSW,5,2024,Tuesday
20242106,Vic,5,2024,Tuesday
20242151,Vic,5,2024,Tuesday
20242223,Vic,5,2024,Tuesday
20241259,NSW,5,2024,Tuesday
20241264,NSW,5,2024,Tuesday
20245123,WA,5,2024,Tuesday
20243086,Qld,5,2024,Tuesday
20242215,Vic,5,2024,Tuesday
20245021,WA,5,2024,Tuesday
20246012,Tas,5,2024,Tuesday
20244068,SA,5,2024,Tuesday
20245144,WA,5,2024,Tuesday
20241296,NSW,5,2024,Tuesday
20241006,NSW,5,2024,Tuesday
20241258,NSW,5,2024,Tuesday
20241290,NSW,5,2024,Wednesday
20241056,NSW,5,2024,Wednesday
20242014,Vic,5,2024,Wednesday
20241251,NSW,5,2024,Wednesday
20245042,WA,5,2024,Wednesday
20243076,Qld,5,2024,Wednesday
20243162,Qld,5,2024,Wednesday
20245071,WA,5,2024,Wednesday
