antecedents,consequents,support,confidence,lift
"frozenset({'G_No', 'F_Single', 'H_No', 'N_Undetermined'})",frozenset({'M_Unknown'}),0.2361711854274361,0.9697494765720887,1.2116329466291953
"frozenset({'H_No', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.30034813798923937,0.9697416974169742,1.0011270316184675
"frozenset({'P_No', 'F_Single', 'O_No', 'N_Undetermined'})","frozenset({'M_Unknown', 'G_No'})",0.42149312515384885,0.9697411003236246,1.2349542171922487
"frozenset({'L_Male', 'G_No'})",frozenset({'O_No'}),0.6844955515701375,0.9697347116701956,1.0011198197805578
"frozenset({'G_No', 'K_Driver'})",frozenset({'O_No'}),0.43260540844674195,0.9697304114772191,1.0011153804134134
"frozenset({'H_-9', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.246668073284805,0.9697241999032279,1.0011089678041092
"frozenset({'P_No', 'L_Male', 'H_-9', 'N_Undetermined'})",frozenset({'O_No'}),0.246668073284805,0.9697241999032279,1.0011089678041092
"frozenset({'H_-9', 'L_Male', 'N_Undetermined'})","frozenset({'P_No', 'O_No'})",0.246668073284805,0.9697241999032279,1.0072338035155268
"frozenset({'M_Unknown', 'L_Male', 'H_-9'})","frozenset({'P_No', 'O_No'})",0.24665049055807575,0.9697221070095396,1.0072316296672612
"frozenset({'M_Unknown', 'L_Male', 'H_-9'})",frozenset({'O_No'}),0.24665049055807575,0.9697221070095396,1.0011068071746847
"frozenset({'P_No', 'L_Male', 'H_-9', 'M_Unknown'})",frozenset({'O_No'}),0.24665049055807575,0.9697221070095396,1.0011068071746847
"frozenset({'M_Unknown', 'L_Male', 'H_-9', 'N_Undetermined'})","frozenset({'P_No', 'O_No'})",0.24663290783134648,0.9697200138264777,1.007229455518429
"frozenset({'P_No', 'M_Unknown', 'H_-9', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.24663290783134648,0.9697200138264777,1.001104646246521
"frozenset({'M_Unknown', 'L_Male', 'H_-9', 'N_Undetermined'})",frozenset({'O_No'}),0.24663290783134648,0.9697200138264777,1.001104646246521
"frozenset({'P_No', 'G_No', 'L_Male', 'A_NSW'})",frozenset({'O_No'}),0.20552449273833387,0.9697195951551353,1.0011042140250341
"frozenset({'F_Single', 'O_No', 'N_Undetermined'})","frozenset({'M_Unknown', 'G_No'})",0.42330414600696276,0.9697103959399042,1.234915115510213
"frozenset({'M_Unknown', 'K_Driver', 'P_No'})",frozenset({'O_No'}),0.34555332841016984,0.969704445650565,1.0010885742123075
"frozenset({'L_Male', 'P_No'})",frozenset({'O_No'}),0.6920912895171784,0.9696984627512811,1.0010823976786836
"frozenset({'N_Undetermined', 'A_NSW'})","frozenset({'P_No', 'G_No'})",0.23849210535569856,0.969688304260795,0.9948956869829967
"frozenset({'M_Unknown', 'A_NSW'})","frozenset({'P_No', 'G_No', 'N_Undetermined'})",0.2384745226289693,0.9696861371273324,1.2229721557374411
"frozenset({'M_Unknown', 'A_NSW', 'N_Undetermined'})","frozenset({'P_No', 'G_No'})",0.2384745226289693,0.9696861371273324,0.9948934635141505
"frozenset({'M_Unknown', 'A_NSW'})","frozenset({'P_No', 'G_No'})",0.2384745226289693,0.9696861371273324,0.9948934635141505
"frozenset({'M_Unknown', 'S_Day', 'O_No', 'F_Multiple'})","frozenset({'P_No', 'G_No'})",0.22773147659739074,0.9696788200943326,0.9948859562723481
"frozenset({'P_No', 'G_No', 'M_Unknown', 'H_No', 'L_Male'})",frozenset({'O_No'}),0.2872841720293983,0.9696735905044511,1.0010567204507115
"frozenset({'P_No', 'K_Driver'})",frozenset({'O_No'}),0.4356648028976334,0.9696708801314915,1.0010539223575257
"frozenset({'M_Unknown', 'F_Multiple'})","frozenset({'P_No', 'G_No'})",0.34569399022400393,0.9696685736831723,0.9948754435021872
"frozenset({'P_No', 'G_No', 'K_Driver', 'H_No'})",frozenset({'O_No'}),0.26583324541969966,0.9696639302206259,1.001046747515345
"frozenset({'P_No', 'K_Driver', 'M_Unknown', 'N_Undetermined'})",frozenset({'O_No'}),0.34506101206175055,0.9696625327338307,1.0010453047994026
"frozenset({'M_Unknown', 'S_Day', 'F_Multiple'})",frozenset({'O_No'}),0.2348524809227415,0.9696551724137931,1.0010377062653077
"frozenset({'P_No', 'L_Male', 'H_-9', 'M_Unknown'})","frozenset({'O_No', 'N_Undetermined'})",0.24663290783134648,0.9696529793999724,1.2337093924161435
"frozenset({'M_Unknown', 'L_Male', 'H_-9'})","frozenset({'P_No', 'O_No', 'N_Undetermined'})",0.24663290783134648,0.9696529793999724,1.2386695016035676
"frozenset({'M_Unknown', 'L_Male', 'H_-9'})","frozenset({'O_No', 'N_Undetermined'})",0.24663290783134648,0.9696529793999724,1.2337093924161435
"frozenset({'P_No', 'M_Unknown', 'I_No', 'L_Male', 'S_Night'})","frozenset({'O_No', 'N_Undetermined'})",0.23817561627457187,0.9696492483894059,1.233704645374803
"frozenset({'O_No', 'M_Unknown', 'N_Undetermined', 'S_Day', 'F_Multiple'})","frozenset({'P_No', 'G_No'})",0.22745015296972254,0.9696424555880369,0.9948486464581389
"frozenset({'S_Day', 'R_Weekday', 'L_Male'})","frozenset({'P_No', 'G_No'})",0.25271653127967086,0.9696417729204615,0.9948479460443839
"frozenset({'M_Unknown', 'F_Multiple', 'N_Undetermined'})","frozenset({'P_No', 'G_No'})",0.3452720047825017,0.9696326288761604,0.9948385642974897
"frozenset({'K_Driver', 'N_Undetermined'})",frozenset({'O_No'}),0.3519182754861624,0.9696250363336886,1.0010065948420286
"frozenset({'M_Unknown', 'S_Day', 'F_Multiple', 'N_Undetermined'})",frozenset({'O_No'}),0.23457115729507333,0.9696198851660732,1.0010012769587635
"frozenset({'N_Undetermined', 'A_NSW'})","frozenset({'P_No', 'G_No', 'M_Unknown'})",0.2384745226289693,0.9696168144123534,1.239569922291139
"frozenset({'H_No', 'P_No', 'G_No', 'M_Unknown', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.2866687765938742,0.9696104668450789,1.0009915538172662
"frozenset({'M_Unknown', 'G_No', 'K_Driver'})",frozenset({'O_No'}),0.342669761226571,0.9696019900497511,1.000982802673568
"frozenset({'H_No', 'S_Day', 'O_No', 'M_Unknown'})","frozenset({'P_No', 'G_No', 'N_Undetermined'})",0.2203643140978303,0.9695961627727063,1.222858679710276
frozenset({'S_Night'}),frozenset({'O_No'}),0.41660512712311426,0.9695952858370503,1.0009758814814833
"frozenset({'H_-9', 'L_Male', 'N_Undetermined'})","frozenset({'M_Unknown', 'O_No'})",0.24663290783134648,0.9695859542406856,1.250180950860023
"frozenset({'H_-9', 'L_Male', 'N_Undetermined'})","frozenset({'P_No', 'O_No', 'M_Unknown'})",0.24663290783134648,0.9695859542406856,1.2551321625465974
"frozenset({'P_No', 'L_Male', 'H_-9', 'N_Undetermined'})","frozenset({'M_Unknown', 'O_No'})",0.24663290783134648,0.9695859542406856,1.250180950860023
frozenset({'A_NSW'}),frozenset({'O_No'}),0.29537222632485843,0.9695832852360614,1.000963492485447
"frozenset({'P_No', 'G_No', 'K_Driver'})",frozenset({'O_No'}),0.43037240215212574,0.9695781342840166,1.0009581748247292
"frozenset({'R_Weekday', 'O_No', 'M_Unknown', 'I_No', 'S_Day'})",frozenset({'G_No'}),0.2538418257903436,0.9695768972464743,0.9888588981259926
"frozenset({'P_No', 'I_No', 'F_Single', 'N_Undetermined'})","frozenset({'M_Unknown', 'G_No'})",0.41839856524949887,0.9695636230289696,1.2347282018842278
"frozenset({'H_No', 'G_No', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.29628652811478007,0.9695627157652476,1.0009422572912579
"frozenset({'M_Unknown', 'G_No', 'K_Driver', 'N_Undetermined'})",frozenset({'O_No'}),0.34219502760488096,0.9695611019777811,1.0009405912741522
"frozenset({'S_Day', 'N_Undetermined', 'F_Multiple'})",frozenset({'O_No'}),0.23685691176987728,0.9695552036850439,1.0009345020853349
"frozenset({'L_Male', 'G_No', 'P_No'})",frozenset({'O_No'}),0.6802756971551148,0.9695526876331286,1.0009319046023226
"frozenset({'P_No', 'S_Day', 'M_Unknown', 'F_Multiple'})",frozenset({'O_No'}),0.23397334458627844,0.969544626593807,1.0009235826704213
"frozenset({'R_Weekday', 'O_No', 'M_Unknown', 'I_No', 'S_Day', 'N_Undetermined'})",frozenset({'G_No'}),0.25349017125575835,0.9695359784801614,0.9888171656071137
"frozenset({'H_-9', 'G_No', 'L_Male', 'N_Undetermined'})","frozenset({'P_No', 'O_No'})",0.2416921616204241,0.969530258146424,1.0070323599572597
"frozenset({'H_-9', 'G_No', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.2416921616204241,0.969530258146424,1.0009087491935111
"frozenset({'P_No', 'G_No', 'L_Male', 'H_-9'})","frozenset({'O_No', 'N_Undetermined'})",0.2416921616204241,0.969530258146424,1.233553251645818
"frozenset({'P_No', 'G_No', 'H_-9', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.2416921616204241,0.969530258146424,1.0009087491935111
"frozenset({'H_-9', 'G_No', 'L_Male'})","frozenset({'P_No', 'O_No', 'M_Unknown'})",0.2416921616204241,0.969530258146424,1.2550600637719294
"frozenset({'M_Unknown', 'G_No', 'L_Male', 'H_-9'})","frozenset({'P_No', 'O_No'})",0.2416921616204241,0.969530258146424,1.0070323599572597
"frozenset({'H_-9', 'G_No', 'L_Male'})","frozenset({'P_No', 'O_No', 'N_Undetermined'})",0.2416921616204241,0.969530258146424,1.2385127330717336
"frozenset({'M_Unknown', 'G_No', 'L_Male', 'H_-9'})","frozenset({'P_No', 'O_No', 'N_Undetermined'})",0.2416921616204241,0.969530258146424,1.2385127330717336
"frozenset({'P_No', 'G_No', 'M_Unknown', 'H_-9', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.2416921616204241,0.969530258146424,1.0009087491935111
"frozenset({'P_No', 'G_No', 'M_Unknown', 'H_-9', 'L_Male'})","frozenset({'O_No', 'N_Undetermined'})",0.2416921616204241,0.969530258146424,1.233553251645818
"frozenset({'G_No', 'M_Unknown', 'H_-9', 'L_Male', 'N_Undetermined'})","frozenset({'P_No', 'O_No'})",0.2416921616204241,0.969530258146424,1.0070323599572597
"frozenset({'P_No', 'G_No', 'L_Male', 'H_-9'})","frozenset({'M_Unknown', 'O_No', 'N_Undetermined'})",0.2416921616204241,0.969530258146424,1.2515562191161587
"frozenset({'P_No', 'G_No', 'M_Unknown', 'H_-9', 'L_Male'})",frozenset({'O_No'}),0.2416921616204241,0.969530258146424,1.0009087491935111
"frozenset({'H_-9', 'G_No', 'L_Male', 'N_Undetermined'})","frozenset({'P_No', 'O_No', 'M_Unknown'})",0.2416921616204241,0.969530258146424,1.2550600637719294
"frozenset({'H_-9', 'G_No', 'L_Male'})","frozenset({'P_No', 'O_No', 'M_Unknown', 'N_Undetermined'})",0.2416921616204241,0.969530258146424,1.2565186378137754
"frozenset({'H_-9', 'G_No', 'L_Male'})","frozenset({'M_Unknown', 'O_No'})",0.2416921616204241,0.969530258146424,1.2501091364986674
"frozenset({'P_No', 'G_No', 'L_Male', 'H_-9'})","frozenset({'M_Unknown', 'O_No'})",0.2416921616204241,0.969530258146424,1.2501091364986674
"frozenset({'P_No', 'G_No', 'H_-9', 'L_Male', 'N_Undetermined'})","frozenset({'M_Unknown', 'O_No'})",0.2416921616204241,0.969530258146424,1.2501091364986674
"frozenset({'P_No', 'G_No', 'L_Male', 'H_-9'})",frozenset({'O_No'}),0.2416921616204241,0.969530258146424,1.0009087491935111
"frozenset({'M_Unknown', 'G_No', 'L_Male', 'H_-9'})",frozenset({'O_No'}),0.2416921616204241,0.969530258146424,1.0009087491935111
"frozenset({'H_-9', 'G_No', 'L_Male'})","frozenset({'M_Unknown', 'O_No', 'N_Undetermined'})",0.2416921616204241,0.969530258146424,1.2515562191161587
"frozenset({'H_-9', 'G_No', 'L_Male'})","frozenset({'P_No', 'O_No'})",0.2416921616204241,0.969530258146424,1.0070323599572597
"frozenset({'G_No', 'M_Unknown', 'H_-9', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.2416921616204241,0.969530258146424,1.0009087491935111
"frozenset({'M_Unknown', 'G_No', 'L_Male', 'H_-9'})","frozenset({'O_No', 'N_Undetermined'})",0.2416921616204241,0.969530258146424,1.233553251645818
"frozenset({'H_-9', 'G_No', 'L_Male', 'N_Undetermined'})","frozenset({'M_Unknown', 'O_No'})",0.2416921616204241,0.969530258146424,1.2501091364986674
"frozenset({'H_-9', 'G_No', 'L_Male'})","frozenset({'O_No', 'N_Undetermined'})",0.2416921616204241,0.969530258146424,1.233553251645818
"frozenset({'H_-9', 'G_No', 'L_Male'})",frozenset({'O_No'}),0.2416921616204241,0.969530258146424,1.0009087491935111
"frozenset({'P_No', 'K_Driver', 'N_Undetermined'})",frozenset({'O_No'}),0.35075781552203117,0.9695276049766719,1.0009060101548934
"frozenset({'I_No', 'F_Single', 'N_Undetermined'})","frozenset({'M_Unknown', 'G_No'})",0.4201216724689665,0.9695272874822479,1.2346819289804158
"frozenset({'P_No', 'L_Male', 'H_No', 'N_Undetermined'})",frozenset({'O_No'}),0.29816787987481097,0.9695271854096391,1.0009055770087276
"frozenset({'M_Unknown', 'R_Weekday', 'F_Multiple'})",frozenset({'O_No'}),0.2220874213172979,0.9695271722443967,1.000905563417397
"frozenset({'M_Unknown', 'I_No', 'L_Female'})","frozenset({'P_No', 'G_No', 'N_Undetermined'})",0.20193761648556457,0.9695255782542631,1.222769658224481
"frozenset({'P_No', 'R_Weekday', 'O_No', 'M_Unknown', 'I_No', 'S_Day'})",frozenset({'G_No'}),0.2527868621865879,0.9695191853799988,0.988800038542133
"frozenset({'H_-9', 'L_Male'})",frozenset({'O_No'}),0.24716038963322431,0.9695151389751017,1.0008931406957566
"frozenset({'H_-9', 'L_Male'})","frozenset({'P_No', 'O_No'})",0.24716038963322431,0.9695151389751017,1.0070166559659204
"frozenset({'H_-9', 'L_Male', 'P_No'})",frozenset({'O_No'}),0.24716038963322431,0.9695151389751017,1.0008931406957566
frozenset({'J_60'}),"frozenset({'P_No', 'G_No'})",0.2459999296690931,0.9695100824613679,0.9947128322462764
"frozenset({'P_No', 'M_Unknown', 'N_Undetermined', 'S_Day', 'F_Multiple'})",frozenset({'O_No'}),0.23369202095861027,0.9695090816252098,1.000886887301958
"frozenset({'P_No', 'G_No', 'K_Driver', 'M_Unknown'})",frozenset({'O_No'}),0.3415620494426276,0.9695064131356991,1.0008841324477635
"frozenset({'G_No', 'M_Unknown', 'I_No', 'L_Male', 'S_Night'})","frozenset({'O_No', 'N_Undetermined'})",0.23645250905510426,0.9695047220820416,1.2335207615868558
"frozenset({'M_Unknown', 'R_Weekday', 'F_Multiple', 'N_Undetermined'})",frozenset({'O_No'}),0.22173576678271267,0.9694803198031982,1.000857194614131
"frozenset({'P_No', 'R_Weekday', 'O_No', 'M_Unknown', 'I_No', 'S_Day', 'N_Undetermined'})",frozenset({'G_No'}),0.25243520765200267,0.9694780201228982,0.9887580546304978
"frozenset({'G_No', 'S_Night'})",frozenset({'O_No'}),0.41048633822133135,0.9694780117104772,1.000854811820836
"frozenset({'P_No', 'G_No', 'M_Unknown', 'K_Driver', 'N_Undetermined'})",frozenset({'O_No'}),0.3410873158209375,0.9694652673663168,1.0008416550106531
"frozenset({'P_No', 'S_Day', 'F_Multiple', 'N_Undetermined'})",frozenset({'O_No'}),0.23596019270668495,0.9694430398035108,1.0008187080609332
"frozenset({'R_Weekday', 'N_Undetermined', 'F_Multiple'})",frozenset({'O_No'}),0.22419734852480921,0.9694366304265186,1.0008120912468066
"frozenset({'M_Unknown', 'S_Night'})","frozenset({'O_No', 'N_Undetermined'})",0.33908288497380173,0.9694364851957975,1.2334339423956016
"frozenset({'G_No', 'K_Driver', 'N_Undetermined'})",frozenset({'O_No'}),0.34792699651862014,0.9694297472075251,1.0008049852549559
"frozenset({'M_Unknown', 'I_No', 'O_No', 'F_Multiple'})","frozenset({'G_No', 'N_Undetermined'})",0.2737630551745965,0.9694290517402403,1.2178677303559469
"frozenset({'P_No', 'O_No', 'M_Unknown', 'I_No', 'F_Multiple'})","frozenset({'G_No', 'N_Undetermined'})",0.2726201779371945,0.9694260347630361,1.2178639402083609
"frozenset({'P_No', 'A_NSW'})",frozenset({'O_No'}),0.2936667018321201,0.9694120378431714,1.0007867027335233
"frozenset({'P_No', 'R_Weekday', 'M_Unknown', 'F_Multiple'})",frozenset({'O_No'}),0.22120828498083484,0.9694097703806441,1.0007843618854033
"frozenset({'N_Undetermined', 'O_No', 'F_Multiple'})","frozenset({'P_No', 'G_No'})",0.3387488131659458,0.9694072657743787,0.9946073428039619
"frozenset({'P_No', 'S_Night'})",frozenset({'O_No'}),0.4139325526602666,0.9694049824994853,1.0007794190462276
"frozenset({'F_Single', 'P_No', 'I_No', 'H_No', 'N_Undetermined'})",frozenset({'M_Unknown'}),0.2272919084291592,0.9694038245219347,1.2112010789951781
"frozenset({'F_Single', 'P_No', 'O_No', 'I_No', 'H_No', 'N_Undetermined'})",frozenset({'M_Unknown'}),0.21948517776136722,0.969402811213792,1.2111998129387787
"frozenset({'P_No', 'G_No', 'M_Unknown', 'I_No', 'L_Male', 'S_Night'})","frozenset({'O_No', 'N_Undetermined'})",0.23550304181172416,0.9693855395527249,1.2333691232080193
"frozenset({'K_Driver', 'N_Undetermined'})","frozenset({'P_No', 'G_No', 'M_Unknown'})",0.3518303618525161,0.9693828117430482,1.2392707704341424
"frozenset({'P_No', 'R_Weekday', 'M_Unknown', 'N_Undetermined', 'F_Multiple'})",frozenset({'O_No'}),0.2208566304462496,0.9693625559499922,1.000735619377028
"frozenset({'M_Unknown', 'G_No', 'S_Day', 'F_Multiple'})",frozenset({'O_No'}),0.22857544748039527,0.9693535157706361,1.0007262866155844
"frozenset({'I_No', 'J_60'})","frozenset({'P_No', 'G_No'})",0.23302387734289834,0.9693534230544177,0.9945521004238803
"frozenset({'H_No', 'P_No', 'G_No', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.29414143545381016,0.9693475489627997,1.0007201266942019
"frozenset({'G_No', 'F_Single', 'R_Weekend'})","frozenset({'P_No', 'I_No'})",0.24353834792699652,0.969347050178459,1.0845657092353178
"frozenset({'P_No', 'G_No', 'K_Driver', 'N_Undetermined'})",frozenset({'O_No'}),0.3467841192812181,0.9693320882685408,1.0007041656202462
"frozenset({'N_Undetermined', 'A_NSW'})",frozenset({'O_No'}),0.23840419172205227,0.9693308550185874,1.0007028924566106
"frozenset({'H_No', 'I_No', 'F_Single', 'N_Undetermined'})",frozenset({'M_Unknown'}),0.22894468474170973,0.969329263753443,1.2111079206219972
"frozenset({'M_Unknown', 'A_NSW'})",frozenset({'O_No'}),0.238386608995323,0.9693286623293057,1.0007006288017448
"frozenset({'M_Unknown', 'A_NSW'})","frozenset({'O_No', 'N_Undetermined'})",0.238386608995323,0.9693286623293057,1.2332967571489883
"frozenset({'M_Unknown', 'N_Undetermined', 'A_NSW'})",frozenset({'O_No'}),0.238386608995323,0.9693286623293057,1.0007006288017448
"frozenset({'F_Single', 'O_No', 'I_No', 'H_No', 'N_Undetermined'})",frozenset({'M_Unknown'}),0.2211379540739178,0.969325626204239,1.2111033757631786
"frozenset({'R_Weekday', 'I_No', 'O_No'})","frozenset({'P_No', 'G_No'})",0.47995569152864226,0.9693192713326941,0.9945170609163431
"frozenset({'P_No', 'R_Weekday', 'F_Multiple', 'N_Undetermined'})",frozenset({'O_No'}),0.2233006294616169,0.9693176614257365,1.0006892718579683
"frozenset({'G_No', 'M_Unknown', 'N_Undetermined', 'S_Day', 'F_Multiple'})",frozenset({'O_No'}),0.22829412385272707,0.9693169092945128,1.0006884953842936
"frozenset({'M_Unknown', 'G_No', 'S_Night'})","frozenset({'O_No', 'N_Undetermined'})",0.3343531314836305,0.9693138954021817,1.2332779688844473
"frozenset({'L_Male', 'I_No', 'S_Night'})",frozenset({'O_No'}),0.29491507542989764,0.9693134535367545,1.0006849277822034
"frozenset({'P_No', 'M_Unknown', 'S_Night'})","frozenset({'O_No', 'N_Undetermined'})",0.3376411013820023,0.9693099793044267,1.2332729863528773
"frozenset({'S_Day', 'R_Weekday', 'F_Multiple'})",frozenset({'G_No'}),0.21146745437282413,0.9692940038684719,0.9885703788400514
"frozenset({'M_Unknown', 'O_No', 'F_Multiple'})","frozenset({'P_No', 'G_No'})",0.3357070014417836,0.9692862219514672,0.9944831524050249
"frozenset({'P_No', 'G_No', 'S_Night'})",frozenset({'O_No'}),0.4078313464852129,0.9692854157960719,1.0006559826103318
"frozenset({'J_60', 'O_No'})","frozenset({'P_No', 'G_No'})",0.23965256531982979,0.9692789076944957,0.9944756480114146
"frozenset({'P_No', 'F_Single', 'R_Weekend', 'N_Undetermined'})","frozenset({'I_No', 'G_No'})",0.20074199106797483,0.9692673401816794,1.0985892645427935
"frozenset({'N_Undetermined', 'A_NSW'})","frozenset({'M_Unknown', 'O_No'})",0.238386608995323,0.9692593651701459,1.2497598479831074
"frozenset({'M_Unknown', 'I_No', 'R_Weekend'})","frozenset({'P_No', 'O_No'})",0.30152618068009984,0.969253377041768,1.006744768899728
"frozenset({'S_Day', 'G_No', 'F_Multiple', 'N_Undetermined'})",frozenset({'O_No'}),0.23056229560080177,0.969251238081159,1.000620698746217
"frozenset({'M_Unknown', 'R_Weekend'})","frozenset({'P_No', 'O_No', 'N_Undetermined'})",0.3220100573196891,0.969251124636147,1.2381561579119587
"frozenset({'M_Unknown', 'O_No', 'F_Multiple', 'N_Undetermined'})","frozenset({'P_No', 'G_No'})",0.3352850160002813,0.9692487547016367,0.9944447111810815
"frozenset({'P_No', 'G_No', 'M_Unknown', 'S_Day', 'F_Multiple'})",frozenset({'O_No'}),0.22773147659739074,0.9692434333607723,1.0006126414289187
"frozenset({'M_Unknown', 'F_Single', 'L_Male'})",frozenset({'O_No'}),0.319038576502444,0.9692324127984617,1.000601264190153
"frozenset({'L_Male', 'F_Single', 'S_Night'})",frozenset({'O_No'}),0.22432042761191406,0.969231938008053,1.0006007740333267
"frozenset({'M_Unknown', 'I_No', 'R_Weekend', 'N_Undetermined'})","frozenset({'P_No', 'O_No'})",0.3012448570524317,0.969225547321378,1.0067158627064805
"frozenset({'P_No', 'N_Undetermined', 'A_NSW'})",frozenset({'O_No'}),0.2375602208390477,0.9692252510760402,1.000593870681213
"frozenset({'O_No', 'K_Driver', 'N_Undetermined'})","frozenset({'P_No', 'G_No', 'M_Unknown'})",0.3410873158209375,0.969223082687984,1.2390665708684678
"frozenset({'M_Unknown', 'A_NSW', 'P_No'})",frozenset({'O_No'}),0.23754263811231846,0.9692230432599181,1.0005915914099324
"frozenset({'P_No', 'M_Unknown', 'A_NSW', 'N_Undetermined'})",frozenset({'O_No'}),0.23754263811231846,0.9692230432599181,1.0005915914099324
"frozenset({'P_No', 'M_Unknown', 'A_NSW'})","frozenset({'O_No', 'N_Undetermined'})",0.23754263811231846,0.9692230432599181,1.2331623758386743
"frozenset({'L_Male', 'F_Single', 'N_Undetermined'})",frozenset({'O_No'}),0.3244716390617857,0.9692226890756304,1.0005912257626
"frozenset({'M_Unknown', 'G_No', 'R_Weekend'})","frozenset({'P_No', 'O_No', 'N_Undetermined'})",0.31828251925308576,0.9692134711142046,1.238108057952232
"frozenset({'S_Day', 'R_Weekday', 'F_Multiple'})",frozenset({'O_No'}),0.21144987164609488,0.9692134107027723,1.000581647098609
"frozenset({'M_Unknown', 'O_No', 'L_Female'})","frozenset({'P_No', 'G_No', 'N_Undetermined'})",0.2147378415444667,0.9692087929529402,1.2223701272958316
"frozenset({'P_No', 'G_No', 'M_Unknown', 'N_Undetermined', 'S_Day', 'F_Multiple'})",frozenset({'O_No'}),0.22745015296972254,0.9692065632726455,1.0005745780539188
"frozenset({'P_No', 'R_Weekday', 'S_Day', 'F_Multiple'})",frozenset({'G_No'}),0.21028941168196363,0.9692058346839546,0.988480456232677
"frozenset({'H_No', 'F_Single', 'L_Male'})",frozenset({'O_No'}),0.25289235854696346,0.9692048517520215,1.0005728111405578
"frozenset({'M_Unknown', 'L_Male', 'K_Driver'})","frozenset({'O_No', 'N_Undetermined'})",0.26059359285437983,0.9691995814805124,1.2331325249350722
"frozenset({'F_Single', 'P_No', 'G_No', 'I_No', 'H_No', 'N_Undetermined'})",frozenset({'M_Unknown'}),0.2246193339663115,0.969198088157196,1.210944026051238
"frozenset({'M_Unknown', 'F_Single', 'L_Male', 'N_Undetermined'})",frozenset({'O_No'}),0.318634173787671,0.9691945662637715,1.0005621927662547
"frozenset({'F_Single', 'P_No', 'G_No', 'O_No', 'I_No', 'H_No', 'N_Undetermined'})",frozenset({'M_Unknown'}),0.21683018602524878,0.9691920779629047,1.2109365167412618
"frozenset({'G_No', 'F_Single', 'L_Male', 'S_Night'})",frozenset({'O_No'}),0.22287864402011465,0.9691872467314016,1.0005546363399054
"frozenset({'P_No', 'G_No', 'M_Unknown', 'S_Night'})","frozenset({'O_No', 'N_Undetermined'})",0.3329113478918311,0.9691850941850942,1.2331140924516912
"frozenset({'G_No', 'F_Single', 'O_No', 'R_Weekend'})","frozenset({'P_No', 'I_No'})",0.23722614903119177,0.9691832483298615,1.0843824375494282
"frozenset({'M_Unknown', 'L_Male'})","frozenset({'O_No', 'N_Undetermined'})",0.5529591729085347,0.9691824093192396,1.2331106764417448
"frozenset({'M_Unknown', 'R_Weekday', 'I_No', 'H_No'})","frozenset({'P_No', 'G_No', 'N_Undetermined'})",0.20344973098428104,0.9691766479604658,1.2223295858987366
"frozenset({'F_Single', 'P_No', 'O_No', 'I_No', 'N_Undetermined'})","frozenset({'M_Unknown', 'G_No'})",0.4040334775116925,0.9691691269506536,1.2342258156334858
"frozenset({'P_No', 'A_NSW', 'N_Undetermined'})","frozenset({'M_Unknown', 'O_No'})",0.23754263811231846,0.9691535150645624,1.2496233652039703
"frozenset({'R_Weekday', 'F_Multiple'})",frozenset({'O_No'}),0.27785983050251434,0.9691524592174661,1.0005187229408463
"frozenset({'S_Day', 'R_Weekday', 'O_No', 'L_Male'})","frozenset({'P_No', 'G_No'})",0.24469880789112775,0.9691504178272979,0.9943438180056959
"frozenset({'P_No', 'G_No', 'N_Undetermined', 'S_Day', 'F_Multiple'})",frozenset({'O_No'}),0.22970074199106796,0.9691394658753709,1.000505309074002
"frozenset({'S_Day', 'L_Male'})",frozenset({'O_No'}),0.3687976931462531,0.9691355172573117,1.0005012326603682
"frozenset({'I_No', 'F_Single', 'O_No', 'N_Undetermined'})","frozenset({'M_Unknown', 'G_No'})",0.4057565847311601,0.9691332101461448,1.2341800759930999
"frozenset({'P_No', 'I_No', 'L_Male', 'S_Night'})",frozenset({'O_No'}),0.2930864718500545,0.9691279069767442,1.0004933760758625
"frozenset({'F_Single', 'G_No', 'I_No', 'H_No', 'N_Undetermined'})",frozenset({'M_Unknown'}),0.22627211027886204,0.9691241810377287,1.210851684365988
"frozenset({'H_No', 'L_Male'})",frozenset({'O_No'}),0.42543165594120336,0.9691192373933591,1.0004844259045924
"frozenset({'F_Single', 'G_No', 'O_No', 'I_No', 'H_No', 'N_Undetermined'})",frozenset({'M_Unknown'}),0.21848296233779935,0.9691155825924194,1.21084094122059
"frozenset({'S_Day', 'O_No', 'H_No'})","frozenset({'P_No', 'G_No'})",0.32164082005837463,0.9691142191142191,0.9943066782945555
"frozenset({'I_No', 'R_Weekend', 'N_Undetermined'})","frozenset({'P_No', 'O_No'})",0.30557020782782995,0.9691072324764402,1.0065929713614044
"frozenset({'P_No', 'L_Male', 'K_Driver', 'M_Unknown'})","frozenset({'O_No', 'N_Undetermined'})",0.25978478742483385,0.9691066509248327,1.2330142874812406
