antecedents,consequents,support,confidence,lift
"frozenset({'L_Male', 'R_Weekend', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.22504131940781377,0.8984906984906985,1.0599838201572318
"frozenset({'H_No', 'L_Male', 'P_No'})",frozenset({'I_No'}),0.3907233533776418,0.8984393951645507,0.9989802963946952
"frozenset({'M_Unknown', 'O_No', 'S_Night'})","frozenset({'P_No', 'I_No', 'N_Undetermined'})",0.30500756057249356,0.8984358814998964,1.2401136376183164
"frozenset({'M_Unknown', 'R_Weekend', 'L_Male'})","frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.22210500404402714,0.8984352773826457,1.0599184377576925
"frozenset({'M_Unknown', 'R_Weekend', 'L_Male', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.22192917677673454,0.8984269343013738,1.059908595105817
"frozenset({'G_No', 'R_Weekend', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No', 'O_No'})",0.298976685304357,0.8983991123791409,1.2947054635107376
"frozenset({'P_No', 'G_No', 'R_Weekend', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No', 'O_No'})",0.2976755635263917,0.8983338639499099,1.294611432365062
"frozenset({'P_No', 'G_No', 'O_No', 'M_Unknown', 'L_Male', 'S_Night'})","frozenset({'I_No', 'N_Undetermined'})",0.23550304181172416,0.8982630272952854,1.2347805726879697
"frozenset({'G_No', 'O_No', 'M_Unknown', 'L_Male', 'S_Night'})","frozenset({'I_No', 'N_Undetermined'})",0.23645250905510426,0.8982099919850388,1.234707668684611
frozenset({'O_No'}),frozenset({'I_No'}),0.8700460667440306,0.8982047884409431,0.9987194357339237
"frozenset({'P_No', 'G_No', 'O_No'})",frozenset({'I_No'}),0.8476456728909519,0.8981983492631305,0.9987122759724592
"frozenset({'P_No', 'O_No', 'M_Unknown', 'L_Male', 'S_Night'})","frozenset({'I_No', 'N_Undetermined'})",0.23817561627457187,0.8980376557942191,1.2344707699434527
"frozenset({'H_No', 'F_Single', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No', 'O_No'})",0.2211379540739178,0.8980364155658693,1.2941827720484798
"frozenset({'M_Unknown', 'O_No', 'L_Male', 'S_Night'})","frozenset({'I_No', 'N_Undetermined'})",0.23912508351795198,0.8979861340376362,1.2343999465185023
"frozenset({'H_No', 'G_No', 'L_Male'})",frozenset({'I_No'}),0.38861342617013045,0.8979442593645892,0.9984297518494946
"frozenset({'L_Male', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.3024228997432922,0.8979378752283999,1.0046686873571768
"frozenset({'P_No', 'F_Single', 'H_No', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No', 'O_No'})",0.21948517776136722,0.8979283556322831,1.2940270441715562
"frozenset({'P_No', 'O_No'})",frozenset({'I_No'}),0.8644547596441257,0.8978924684052889,0.9983721651629014
"frozenset({'L_Male', 'G_No', 'N_Undetermined', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.24596476421563457,0.8977666538313438,1.004477114219465
"frozenset({'M_Unknown', 'R_Weekend', 'L_Male'})","frozenset({'P_No', 'G_No', 'O_No', 'I_No', 'N_Undetermined'})",0.22192917677673454,0.8977240398293029,1.3065782184213675
"frozenset({'H_No', 'G_No', 'L_Male', 'P_No'})",frozenset({'I_No'}),0.3848331399233393,0.897633597178362,0.9980843246514597
"frozenset({'H_No', 'L_Male', 'O_No'})",frozenset({'I_No'}),0.38186165910609415,0.8975863779137047,0.9980318212602941
frozenset({'J_60'}),"frozenset({'G_No', 'I_No', 'O_No'})",0.22774905932411998,0.8975815951770495,1.0520372525780957
"frozenset({'P_No', 'J_60'})","frozenset({'I_No', 'G_No', 'O_No'})",0.22686992298765693,0.89741271386841,1.0518393102083907
"frozenset({'L_Male', 'N_Undetermined', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.2487076695853993,0.8974114960030454,1.0040797415737568
"frozenset({'M_Unknown', 'G_No', 'L_Male', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.24294053521820164,0.8973243278347838,1.003982212410991
"frozenset({'G_No', 'M_Unknown', 'L_Male', 'N_Undetermined', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.24267679431726272,0.8972825380314654,1.0039354553824669
"frozenset({'H_No', 'O_No', 'L_Male', 'P_No'})",frozenset({'I_No'}),0.3780462074058445,0.8972582731711388,0.9976669995764487
"frozenset({'G_No', 'F_Single', 'H_No', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No', 'O_No'})",0.21848296233779935,0.897119341563786,1.2928611537336567
"frozenset({'M_Unknown', 'L_Male', 'N_Undetermined', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.24536695150683968,0.8970238477855628,1.0036460166618684
"frozenset({'M_Unknown', 'L_Male', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.2456306924077786,0.8970078335687685,1.0036280989610902
"frozenset({'F_Single', 'P_No', 'G_No', 'H_No', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No', 'O_No'})",0.21683018602524878,0.8970032004655222,1.2926937798879032
"frozenset({'R_Weekend', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.3019657488483314,0.8970019847487726,1.0582275276525481
"frozenset({'L_Male', 'G_No', 'O_No', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.28971058831803637,0.8970003810768142,1.0036197606500379
"frozenset({'M_Unknown', 'R_Weekend', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.2976755635263917,0.896858611008105,1.058058384170486
"frozenset({'M_Unknown', 'R_Weekend'})","frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.2979568871540598,0.8968510187880391,1.0580494273382757
"frozenset({'H_No', 'R_Weekend'})","frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.22688750571438618,0.8967961637361874,1.0579847127368733
"frozenset({'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.38576502443999017,0.8967913345595749,0.9971478076586758
frozenset({'N_Undetermined'}),frozenset({'I_No'}),0.7274677356964518,0.8967834229235304,0.9971390106618352
"frozenset({'H_No', 'G_No', 'O_No', 'L_Male'})",frozenset({'I_No'}),0.37602419383197944,0.8967628312646762,0.9971161146695443
"frozenset({'L_Male', 'R_Weekend'})","frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.2748707669585399,0.8966961110473787,1.0578666767555562
"frozenset({'P_No', 'N_Undetermined'})",frozenset({'I_No'}),0.7244786721524774,0.8965772352416389,0.9969097493085626
"frozenset({'G_No', 'N_Undetermined'})",frozenset({'I_No'}),0.7136477124872526,0.8965364905460329,0.9968644450305978
"frozenset({'H_No', 'N_Undetermined', 'P_No'})",frozenset({'I_No'}),0.3828990399831206,0.8964310706787963,0.9967472280310042
"frozenset({'P_No', 'G_No', 'O_No', 'H_No', 'L_Male'})",frozenset({'I_No'}),0.3722439075851883,0.8964305373248085,0.9967466349914206
"frozenset({'M_Unknown', 'G_No', 'L_Male', 'S_Night'})","frozenset({'P_No', 'I_No', 'N_Undetermined'})",0.24267679431726272,0.8963501753474478,1.2372347314025518
"frozenset({'P_No', 'G_No', 'N_Undetermined'})",frozenset({'I_No'}),0.7106938143967366,0.8963299700631999,0.9966348136339088
"frozenset({'L_Male', 'O_No', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.2930864718500545,0.8963273646287034,1.002866748030628
"frozenset({'M_Unknown', 'N_Undetermined'})",frozenset({'I_No'}),0.7164961142173928,0.8962347145245007,0.9965288984138114
frozenset({'M_Unknown'}),frozenset({'I_No'}),0.7173049196469389,0.8962214411247803,0.99651413963892
"frozenset({'N_Undetermined', 'L_Female'})","frozenset({'M_Unknown', 'I_No'})",0.20807398811407674,0.8961756910261265,1.2493650419506794
"frozenset({'M_Unknown', 'L_Male', 'S_Night'})","frozenset({'P_No', 'I_No', 'N_Undetermined'})",0.24536695150683968,0.8960446898677282,1.2368130689141146
"frozenset({'M_Unknown', 'N_Undetermined', 'P_No'})",frozenset({'I_No'}),0.7135949643070647,0.8960347948955711,0.996306606547228
"frozenset({'M_Unknown', 'P_No'})",frozenset({'I_No'}),0.7144037697366108,0.8960216998191682,0.9962920460511315
"frozenset({'G_No', 'O_No', 'L_Male', 'N_Undetermined', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.23863276716953266,0.8960190136660725,1.0025217458145304
"frozenset({'M_Unknown', 'R_Weekend'})","frozenset({'P_No', 'G_No', 'O_No', 'I_No', 'N_Undetermined'})",0.2976755635263917,0.8960042339243186,1.3040751541881848
"frozenset({'L_Male', 'G_No'})",frozenset({'I_No'}),0.6324330977247952,0.8959770830738574,0.9962424364172545
"frozenset({'M_Unknown', 'G_No'})",frozenset({'I_No'}),0.7035552273446566,0.8959695476936856,0.996234057781636
"frozenset({'M_Unknown', 'G_No', 'N_Undetermined'})",frozenset({'I_No'}),0.7027464219151106,0.8959426137637302,0.9962041097790497
"frozenset({'P_No', 'N_Undetermined', 'L_Female'})","frozenset({'M_Unknown', 'I_No'})",0.20724759995780145,0.8958729193585164,1.2489429457691015
"frozenset({'M_Unknown', 'H_No'})",frozenset({'I_No'}),0.376534092907128,0.8958376908596527,0.9960874453558531
"frozenset({'M_Unknown', 'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.37579561838449904,0.8958045182111571,0.9960505604837019
"frozenset({'L_Male', 'O_No', 'N_Undetermined', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.24135808981256812,0.8957843904985643,1.0022592348366255
"frozenset({'H_No', 'G_No', 'N_Undetermined'})",frozenset({'I_No'}),0.37932974645708056,0.8957814316558711,0.9960248904007041
"frozenset({'M_Unknown', 'G_No', 'P_No'})",frozenset({'I_No'}),0.700689242887787,0.8957696457471678,0.996011785576235
"frozenset({'R_Weekday', 'F_Single'})","frozenset({'I_No', 'G_No', 'O_No'})",0.2708970707177269,0.8957558139534884,1.0498972912948377
"frozenset({'L_Male', 'G_No', 'P_No'})",frozenset({'I_No'}),0.6284945669374407,0.8957524119784488,0.9959926232426647
"frozenset({'P_No', 'G_No', 'M_Unknown', 'N_Undetermined'})",frozenset({'I_No'}),0.699880437458241,0.8957423826454837,0.9959814715655766
frozenset({'S_Night'}),"frozenset({'G_No', 'I_No'})",0.3848507226500686,0.8956909604288579,1.015196151446439
"frozenset({'G_No', 'N_Undetermined', 'L_Female'})","frozenset({'M_Unknown', 'I_No'})",0.20276400464183986,0.8956893203883495,1.2486869891108683
"frozenset({'H_No', 'O_No', 'N_Undetermined'})",frozenset({'I_No'}),0.372964799381088,0.8956635561373137,0.9958938238857006
"frozenset({'R_Weekend', 'S_Night'})","frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.21169602982030453,0.8956334151603065,1.0566129737979895
"frozenset({'G_No', 'O_No', 'M_Unknown', 'L_Male', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.23576678271266308,0.8956051295752071,1.0020586665773592
"frozenset({'G_No', 'O_No', 'M_Unknown', 'L_Male', 'N_Undetermined', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.23550304181172416,0.8955603102433806,1.0020085199241033
"frozenset({'P_No', 'S_Night'})","frozenset({'G_No', 'I_No'})",0.382389140907972,0.8955322215359275,1.0150162332376957
"frozenset({'M_Unknown', 'H_No', 'P_No'})",frozenset({'I_No'}),0.3737560220839048,0.8954840340382509,0.9956942121581913
frozenset({'L_Male'}),frozenset({'I_No'}),0.6429299855821641,0.8954792574815105,0.9956889010753358
"frozenset({'L_Male', 'R_Weekend', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'O_No', 'M_Unknown'})",0.22428526215845554,0.8954720954720955,1.2959053424396936
"frozenset({'P_No', 'H_No', 'M_Unknown', 'N_Undetermined'})",frozenset({'I_No'}),0.3730175475612758,0.8954499409083235,0.9956563037970674
"frozenset({'O_No', 'M_Unknown', 'L_Male', 'N_Undetermined', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.23817561627457187,0.895425700687467,1.0018579103891052
"frozenset({'P_No', 'G_No', 'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.37649892745366953,0.8954169105963035,0.9956195771897197
"frozenset({'M_Unknown', 'O_No', 'L_Male', 'S_Night'})","frozenset({'P_No', 'I_No'})",0.2384393571755108,0.8954110267414988,1.0018414922666037
"frozenset({'L_Male', 'F_Single', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No', 'G_No', 'O_No'})",0.2997503252804445,0.8953781512605042,1.3160968902589596
"frozenset({'P_No', 'G_No', 'N_Undetermined', 'L_Female'})","frozenset({'M_Unknown', 'I_No'})",0.20193761648556457,0.89537693926873,1.2482514963224274
"frozenset({'P_No', 'F_Single', 'L_Male', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No', 'G_No', 'O_No'})",0.2983788725955621,0.8953727642061943,1.3160889719448763
"frozenset({'O_No', 'N_Undetermined'})",frozenset({'I_No'}),0.7036783064317614,0.8953043556072571,0.9954944266042451
"frozenset({'P_No', 'O_No', 'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.3700988149242184,0.8952830589936626,0.9954707467684373
"frozenset({'P_No', 'R_Weekday', 'F_Single'})","frozenset({'I_No', 'G_No', 'O_No'})",0.2693146253120934,0.8952598047811093,1.0493159289654772
"frozenset({'H_-9', 'G_No'})","frozenset({'P_No', 'I_No', 'M_Unknown'})",0.3154341175229455,0.8952542542043016,1.253148838414399
"frozenset({'P_No', 'G_No', 'H_-9'})","frozenset({'M_Unknown', 'I_No'})",0.3154341175229455,0.8952542542043016,1.2480804601827495
"frozenset({'P_No', 'G_No', 'M_Unknown', 'H_-9', 'N_Undetermined'})",frozenset({'I_No'}),0.3154341175229455,0.8952542542043016,0.9954387185457566
"frozenset({'M_Unknown', 'G_No', 'H_-9'})","frozenset({'P_No', 'I_No'})",0.3154341175229455,0.8952542542043016,1.0016660854110688
"frozenset({'M_Unknown', 'G_No', 'H_-9'})","frozenset({'I_No', 'N_Undetermined'})",0.3154341175229455,0.8952542542043016,1.2306446186884383
"frozenset({'H_-9', 'G_No'})","frozenset({'M_Unknown', 'I_No', 'N_Undetermined'})",0.3154341175229455,0.8952542542043016,1.2494893362850419
"frozenset({'H_-9', 'G_No', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No'})",0.3154341175229455,0.8952542542043016,1.2480804601827495
"frozenset({'P_No', 'G_No', 'H_-9', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No'})",0.3154341175229455,0.8952542542043016,1.2480804601827495
"frozenset({'P_No', 'G_No', 'H_-9', 'N_Undetermined'})",frozenset({'I_No'}),0.3154341175229455,0.8952542542043016,0.9954387185457566
"frozenset({'M_Unknown', 'G_No', 'H_-9', 'N_Undetermined'})",frozenset({'I_No'}),0.3154341175229455,0.8952542542043016,0.9954387185457566
"frozenset({'P_No', 'G_No', 'H_-9'})","frozenset({'I_No', 'N_Undetermined'})",0.3154341175229455,0.8952542542043016,1.2306446186884383
"frozenset({'P_No', 'G_No', 'H_-9', 'M_Unknown'})","frozenset({'I_No', 'N_Undetermined'})",0.3154341175229455,0.8952542542043016,1.2306446186884383
"frozenset({'M_Unknown', 'G_No', 'H_-9', 'N_Undetermined'})","frozenset({'P_No', 'I_No'})",0.3154341175229455,0.8952542542043016,1.0016660854110688
"frozenset({'H_-9', 'G_No', 'N_Undetermined'})","frozenset({'P_No', 'I_No'})",0.3154341175229455,0.8952542542043016,1.0016660854110688
"frozenset({'H_-9', 'G_No'})",frozenset({'I_No'}),0.3154341175229455,0.8952542542043016,0.9954387185457566
"frozenset({'H_-9', 'G_No', 'P_No'})",frozenset({'I_No'}),0.3154341175229455,0.8952542542043016,0.9954387185457566
"frozenset({'H_-9', 'G_No'})","frozenset({'P_No', 'I_No'})",0.3154341175229455,0.8952542542043016,1.0016660854110688
"frozenset({'M_Unknown', 'G_No', 'H_-9'})",frozenset({'I_No'}),0.3154341175229455,0.8952542542043016,0.9954387185457566
"frozenset({'H_-9', 'G_No'})","frozenset({'P_No', 'I_No', 'M_Unknown', 'N_Undetermined'})",0.3154341175229455,0.8952542542043016,1.2545691869807922
"frozenset({'H_-9', 'G_No', 'N_Undetermined'})",frozenset({'I_No'}),0.3154341175229455,0.8952542542043016,0.9954387185457566
"frozenset({'H_-9', 'G_No'})","frozenset({'M_Unknown', 'I_No'})",0.3154341175229455,0.8952542542043016,1.2480804601827495
"frozenset({'H_-9', 'G_No', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'M_Unknown'})",0.3154341175229455,0.8952542542043016,1.253148838414399
"frozenset({'M_Unknown', 'G_No', 'H_-9'})","frozenset({'P_No', 'I_No', 'N_Undetermined'})",0.3154341175229455,0.8952542542043016,1.2357220282888906
"frozenset({'P_No', 'G_No', 'H_-9'})","frozenset({'M_Unknown', 'I_No', 'N_Undetermined'})",0.3154341175229455,0.8952542542043016,1.2494893362850419
"frozenset({'H_-9', 'G_No'})","frozenset({'I_No', 'N_Undetermined'})",0.3154341175229455,0.8952542542043016,1.2306446186884383
"frozenset({'P_No', 'G_No', 'H_-9', 'M_Unknown'})",frozenset({'I_No'}),0.3154341175229455,0.8952542542043016,0.9954387185457566
"frozenset({'H_-9', 'G_No'})","frozenset({'P_No', 'I_No', 'N_Undetermined'})",0.3154341175229455,0.8952542542043016,1.2357220282888906
"frozenset({'L_Male', 'P_No'})",frozenset({'I_No'}),0.6389562893413511,0.8952502956247537,0.995434316976779
"frozenset({'L_Male', 'G_No', 'R_Weekend', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'O_No', 'M_Unknown'})",0.22192917677673454,0.895240797219661,1.2955706132588038
frozenset({'M_Unknown'}),"frozenset({'I_No', 'N_Undetermined'})",0.7164961142173928,0.8952108963093145,1.230585017564073
"frozenset({'P_No', 'O_No', 'N_Undetermined'})",frozenset({'I_No'}),0.700689242887787,0.895085575670455,0.9952511638451899
"frozenset({'O_No', 'N_Undetermined', 'L_Female'})","frozenset({'M_Unknown', 'I_No'})",0.2007068256145163,0.8950835097624089,1.247842424115777
"frozenset({'F_Single', 'N_Undetermined'})","frozenset({'P_No', 'G_No', 'O_No', 'M_Unknown', 'I_No'})",0.4040334775116925,0.8950299914310197,1.3211506808369535
"frozenset({'M_Unknown', 'P_No'})","frozenset({'I_No', 'N_Undetermined'})",0.7135949643070647,0.8950072773783796,1.230305116585729
"frozenset({'G_No', 'O_No', 'N_Undetermined'})",frozenset({'I_No'}),0.6900341104898547,0.8949828962371722,0.995136993950986
"frozenset({'M_Unknown', 'G_No'})","frozenset({'I_No', 'N_Undetermined'})",0.7027464219151106,0.8949395432154053,1.2302120070777047
frozenset({'R_Weekend'}),"frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.3674965713682878,0.8949261400128452,1.055778574272243
"frozenset({'R_Weekend', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'O_No', 'M_Unknown'})",0.3012448570524317,0.8948605452836101,1.295020321945548
"frozenset({'M_Unknown', 'G_No', 'H_No'})",frozenset({'I_No'}),0.37016914583113547,0.8948061883713023,0.994940511386695
"frozenset({'M_Unknown', 'G_No', 'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.36943067130850654,0.8947704624819011,0.9949007875502569
"frozenset({'P_No', 'G_No', 'O_No', 'N_Undetermined'})",frozenset({'I_No'}),0.6870802123993389,0.894763354933254,0.9948928846231454
"frozenset({'P_No', 'G_No', 'M_Unknown'})","frozenset({'I_No', 'N_Undetermined'})",0.699880437458241,0.894735659054127,1.2299317415053999
"frozenset({'M_Unknown', 'O_No'})",frozenset({'I_No'}),0.6939023103702923,0.8947153642113855,0.9948395234439559
"frozenset({'M_Unknown', 'O_No', 'N_Undetermined'})",frozenset({'I_No'}),0.6930935049407462,0.8947069771664624,0.9948301978370554
"frozenset({'M_Unknown', 'H_-9', 'N_Undetermined'})","frozenset({'P_No', 'I_No'})",0.32262545275521326,0.8946803842215613,1.0010240040174905
"frozenset({'P_No', 'H_-9', 'M_Unknown', 'N_Undetermined'})",frozenset({'I_No'}),0.32262545275521326,0.8946803842215613,0.9948006289778509
"frozenset({'M_Unknown', 'H_-9', 'N_Undetermined'})",frozenset({'I_No'}),0.32262545275521326,0.8946803842215613,0.9948006289778509
"frozenset({'M_Unknown', 'O_No', 'H_No'})",frozenset({'I_No'}),0.3641031051095404,0.8946299736466929,0.9947445771492085
"frozenset({'H_No', 'G_No', 'O_No', 'N_Undetermined'})",frozenset({'I_No'}),0.36659985230509545,0.8946194113103921,0.994732832822429
"frozenset({'G_No', 'O_No', 'M_Unknown', 'L_Male', 'S_Night'})","frozenset({'P_No', 'I_No', 'N_Undetermined'})",0.23550304181172416,0.8946032594175796,1.2348234583078201
"frozenset({'M_Unknown', 'O_No', 'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.36336463058691143,0.8945933076490195,0.9947038080005931
"frozenset({'M_Unknown', 'H_-9'})","frozenset({'I_No', 'N_Undetermined'})",0.32262545275521326,0.8945931451416312,1.2297358374047742
"frozenset({'H_-9', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No'})",0.32262545275521326,0.8945931451416312,1.247158803235247
"frozenset({'M_Unknown', 'H_-9', 'P_No'})",frozenset({'I_No'}),0.32262545275521326,0.8945931451416312,0.9947036273076273
"frozenset({'M_Unknown', 'H_-9'})","frozenset({'P_No', 'I_No'})",0.32262545275521326,0.8945931451416312,1.000926395514344
"frozenset({'H_-9', 'N_Undetermined', 'P_No'})",frozenset({'I_No'}),0.32262545275521326,0.8945931451416312,0.9947036273076273
"frozenset({'P_No', 'H_-9', 'M_Unknown'})","frozenset({'I_No', 'N_Undetermined'})",0.32262545275521326,0.8945931451416312,1.2297358374047742
"frozenset({'H_-9', 'N_Undetermined'})","frozenset({'P_No', 'I_No'})",0.32262545275521326,0.8945931451416312,1.000926395514344
"frozenset({'M_Unknown', 'H_-9'})",frozenset({'I_No'}),0.32262545275521326,0.8945931451416312,0.9947036273076273
"frozenset({'H_-9', 'N_Undetermined'})",frozenset({'I_No'}),0.32262545275521326,0.8945931451416312,0.9947036273076273
"frozenset({'H_-9', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'M_Unknown'})",0.32262545275521326,0.8945931451416312,1.2522234386745374
"frozenset({'M_Unknown', 'H_-9'})","frozenset({'P_No', 'I_No', 'N_Undetermined'})",0.32262545275521326,0.8945931451416312,1.234809497543567
"frozenset({'P_No', 'H_-9', 'N_Undetermined'})","frozenset({'M_Unknown', 'I_No'})",0.32262545275521326,0.8945931451416312,1.247158803235247
"frozenset({'M_Unknown', 'O_No', 'P_No'})",frozenset({'I_No'}),0.6910011604599642,0.8945032434277911,0.9946036650383615
"frozenset({'P_No', 'O_No', 'M_Unknown', 'N_Undetermined'})",frozenset({'I_No'}),0.6901923550304181,0.8944945766110656,0.994594028351471
"frozenset({'G_No', 'R_Weekend', 'N_Undetermined'})","frozenset({'P_No', 'I_No', 'O_No', 'M_Unknown'})",0.2976755635263917,0.8944893538331484,1.294483142745712
"frozenset({'L_Male', 'G_No', 'O_No'})",frozenset({'I_No'}),0.6122481274396033,0.894451579758541,0.9945462198863589
"frozenset({'P_No', 'G_No', 'H_No', 'M_Unknown'})",frozenset({'I_No'}),0.36742624046137073,0.8944484869237683,0.9945427809443285
"frozenset({'M_Unknown', 'O_No', 'L_Male', 'S_Night'})","frozenset({'P_No', 'I_No', 'N_Undetermined'})",0.23817561627457187,0.894420600858369,1.2345713341718978
"frozenset({'P_No', 'G_No', 'M_Unknown', 'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.3666877659387418,0.8944118025474975,0.9945019913604375
"frozenset({'M_Unknown', 'G_No', 'O_No'})",frozenset({'I_No'}),0.6803284453353026,0.8943670110718166,0.994452187442786
"frozenset({'M_Unknown', 'G_No', 'O_No', 'N_Undetermined'})",frozenset({'I_No'}),0.6795196399057566,0.8943373521856848,0.9944192095446459
"frozenset({'P_No', 'H_No', 'O_No', 'M_Unknown'})",frozenset({'I_No'}),0.3613250342863171,0.8942558746736292,0.9943286141972236
"frozenset({'P_No', 'G_No', 'O_No', 'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.3637690333016844,0.8942340940525587,0.9943043961905225
"frozenset({'P_No', 'O_No', 'M_Unknown', 'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.36058655976368814,0.8942181913316473,0.9942867138572065
"frozenset({'P_No', 'G_No', 'O_No', 'L_Male'})",frozenset({'I_No'}),0.6083095966522488,0.8942103902817266,0.9942780398217579
frozenset({'G_No'}),"frozenset({'P_No', 'I_No'})",0.8767450856278791,0.8941809378642517,1.000465192400288
"frozenset({'P_No', 'G_No', 'O_No', 'M_Unknown'})",frozenset({'I_No'}),0.677462460878433,0.8941542317421272,0.994215596795733
"frozenset({'P_No', 'G_No', 'O_No', 'M_Unknown', 'N_Undetermined'})",frozenset({'I_No'}),0.676653655448887,0.8941242071513208,0.9941822122683133
frozenset({'J_60'}),"frozenset({'P_No', 'I_No', 'G_No', 'O_No'})",0.22686992298765693,0.8941168318203867,1.0548238024632886
"frozenset({'L_Male', 'O_No'})",frozenset({'I_No'}),0.6226043534831381,0.894101605898394,0.9941570817959974
"frozenset({'M_Unknown', 'H_No'})","frozenset({'I_No', 'N_Undetermined'})",0.37579561838449904,0.8940807362476468,1.2290314640438116
"frozenset({'H_No', 'S_Night'})","frozenset({'P_No', 'I_No', 'G_No'})",0.23385026549917362,0.8940575423500942,1.0197462831625874
"frozenset({'O_No', 'S_Night'})","frozenset({'G_No', 'I_No'})",0.37243731757921017,0.8939815987169747,1.013258722681385
"frozenset({'L_Male', 'O_No', 'P_No'})",frozenset({'I_No'}),0.6186306572423251,0.8938570194603932,0.9938851246293334
"frozenset({'P_No', 'O_No', 'S_Night'})","frozenset({'I_No', 'G_No'})",0.36997573583711363,0.8938068133548551,1.0130606170458565
"frozenset({'P_No', 'H_No', 'M_Unknown'})","frozenset({'I_No', 'N_Undetermined'})",0.3730175475612758,0.8937147190159238,1.2285283252601065
"frozenset({'M_Unknown', 'O_No'})","frozenset({'I_No', 'N_Undetermined'})",0.6930935049407462,0.8936724931419892,1.2284702802474377
"frozenset({'M_Unknown', 'G_No', 'O_No', 'H_No'})",frozenset({'I_No'}),0.3578084889404649,0.8935628348116273,0.9935580189066764
"frozenset({'G_No', 'O_No', 'M_Unknown', 'H_No', 'N_Undetermined'})",frozenset({'I_No'}),0.3570700144178359,0.893523407250968,0.9935141791591702
"frozenset({'P_No', 'O_No', 'M_Unknown'})","frozenset({'I_No', 'N_Undetermined'})",0.6901923550304181,0.8934562421759417,1.228173014876843
"frozenset({'M_Unknown', 'G_No', 'O_No'})","frozenset({'I_No', 'N_Undetermined'})",0.6795196399057566,0.8933037468506576,1.227963390012672
"frozenset({'L_Male', 'S_Night'})","frozenset({'G_No', 'I_No'})",0.30085803706438796,0.8932915687809971,1.012476627331163
"frozenset({'N_Undetermined', 'S_Night'})","frozenset({'I_No', 'G_No'})",0.31633083658613775,0.8932525693858299,1.0124324245451222
"frozenset({'P_No', 'N_Undetermined', 'S_Night'})","frozenset({'I_No', 'G_No'})",0.31499454935471394,0.8932043675524755,1.012377791509984
"frozenset({'P_No', 'G_No', 'O_No', 'M_Unknown', 'H_No'})",frozenset({'I_No'}),0.35506558357070017,0.8931841302136317,0.9931369349319666
"frozenset({'P_No', 'L_Male', 'S_Night'})","frozenset({'I_No', 'G_No'})",0.2990294334845448,0.8931778793130613,1.012347769147473
"frozenset({'P_No', 'G_No', 'N_Undetermined', 'S_Night'})","frozenset({'M_Unknown', 'I_No'})",0.3106164503991279,0.8931695232317104,1.2451741215874177
