itemsets,support,feature,value,target
road_user_Pedal cyclist,0.02763063976858635,heavy_rigid_truck_involvement,No,Pedal cyclist
"heavy_rigid_truck_involvement_No,road_user_Pedal cyclist",0.016773733047822984,heavy_rigid_truck_involvement,No,Pedal cyclist
heavy_rigid_truck_involvement_Undetermined,0.33864908523986625,heavy_rigid_truck_involvement,Undetermined,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,heavy_rigid_truck_involvement,Undetermined,Pedal cyclist
heavy_rigid_truck_involvement_Yes,0.03516285360081145,heavy_rigid_truck_involvement,Yes,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,heavy_rigid_truck_involvement,Yes,Pedal cyclist
articulated_truck_involvement_No,0.8997708403771743,articulated_truck_involvement,No,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,articulated_truck_involvement,No,Pedal cyclist
"articulated_truck_involvement_No,road_user_Pedal cyclist",0.025432961418535634,articulated_truck_involvement,No,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,articulated_truck_involvement,Undetermined,Pedal cyclist
articulated_truck_involvement_Yes,0.09906457793305534,articulated_truck_involvement,Yes,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,articulated_truck_involvement,Yes,Pedal cyclist
national_road_type_Arterial Road,0.04695893910364777,national_road_type,Arterial Road,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_road_type,Arterial Road,Pedal cyclist
national_road_type_Local Road,0.04188737368045381,national_road_type,Local Road,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_road_type,Local Road,Pedal cyclist
national_road_type_National or State Highway,0.05924339757316203,national_road_type,National or State Highway,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_road_type,National or State Highway,Pedal cyclist
national_road_type_Undetermined,0.7994101957248582,national_road_type,Undetermined,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_road_type,Undetermined,Pedal cyclist
"national_road_type_Undetermined,road_user_Pedal cyclist",0.021413276231263382,national_road_type,Undetermined,Pedal cyclist
national_road_type_Sub-arterial Road,0.033810436154626394,national_road_type,Sub-arterial Road,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_road_type,Sub-arterial Road,Pedal cyclist
national_road_type_Collector Road,0.015515233479845224,national_road_type,Collector Road,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_road_type,Collector Road,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_road_type,Pedestrian Thoroughfare,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_road_type,Access road,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_road_type,Busway,Pedal cyclist
crash_type_Single,0.5575340921897892,crash_type,Single,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,crash_type,Single,Pedal cyclist
crash_type_Multiple,0.4424659078102108,crash_type,Multiple,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,crash_type,Multiple,Pedal cyclist
"crash_type_Multiple,road_user_Pedal cyclist",0.023310417371050753,crash_type,Multiple,Pedal cyclist
christmas_period_Yes,0.031462489199444006,christmas_period,Yes,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,christmas_period,Yes,Pedal cyclist
christmas_period_No,0.968537510800556,christmas_period,No,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,christmas_period,No,Pedal cyclist
"christmas_period_No,road_user_Pedal cyclist",0.02674781171343777,christmas_period,No,Pedal cyclist
easter_period_No,0.99382020361396,easter_period,No,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,easter_period,No,Pedal cyclist
"easter_period_No,road_user_Pedal cyclist",0.027461587587813217,easter_period,No,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,easter_period,Yes,Pedal cyclist
state_NSW,0.30566512641346405,state,NSW,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,state,NSW,Pedal cyclist
state_Tas,0.0299034524212029,state,Tas,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,state,Tas,Pedal cyclist
state_Vic,0.21439573237161427,state,Vic,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,state,Vic,Pedal cyclist
state_Qld,0.20352004207520943,state,Qld,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,state,Qld,Pedal cyclist
state_SA,0.0857094556519779,state,SA,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,state,SA,Pedal cyclist
state_WA,0.12064690634509186,state,WA,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,state,WA,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,state,ACT,Pedal cyclist
state_NT,0.03116195198918066,state,NT,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,state,NT,Pedal cyclist
national_remoteness_areas_Inner Regional Australia,0.0683534317592697,national_remoteness_areas,Inner Regional Australia,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_remoteness_areas,Inner Regional Australia,Pedal cyclist
national_remoteness_areas_Outer Regional Australia,0.04740974491904279,national_remoteness_areas,Outer Regional Australia,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_remoteness_areas,Outer Regional Australia,Pedal cyclist
national_remoteness_areas_Unknown,0.7933243172170255,national_remoteness_areas,Unknown,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_remoteness_areas,Unknown,Pedal cyclist
"national_remoteness_areas_Unknown,road_user_Pedal cyclist",0.021225440474848794,national_remoteness_areas,Unknown,Pedal cyclist
national_remoteness_areas_Major Cities of Australia,0.07186596040422255,national_remoteness_areas,Major Cities of Australia,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_remoteness_areas,Major Cities of Australia,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_remoteness_areas,Very Remote Australia,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,national_remoteness_areas,Remote Australia,Pedal cyclist
number_fatalities_1,0.8261580074382959,number_fatalities,1,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,1,Pedal cyclist
"number_fatalities_1,road_user_Pedal cyclist",0.027236184680115707,number_fatalities,1,Pedal cyclist
number_fatalities_2,0.1240279499605545,number_fatalities,2,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,2,Pedal cyclist
number_fatalities_3,0.03071114617378564,number_fatalities,3,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,3,Pedal cyclist
number_fatalities_4,0.011326496111799842,number_fatalities,4,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,4,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,5,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,6,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,10,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,11,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,7,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,12,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,35,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,number_fatalities,20,Pedal cyclist
speed_limit_category_High (>80),0.48161087944701153,speed_limit_category,High (>80),Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,speed_limit_category,High (>80),Pedal cyclist
speed_limit_category_Medium (51-80),0.4228182876892445,speed_limit_category,Medium (51-80),Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,speed_limit_category,Medium (51-80),Pedal cyclist
"road_user_Pedal cyclist,speed_limit_category_Medium (51-80)",0.01602239002216462,speed_limit_category,Medium (51-80),Pedal cyclist
speed_limit_category_Low (≤50),0.06998760284007664,speed_limit_category,Low (≤50),Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,speed_limit_category,Low (≤50),Pedal cyclist
speed_limit_category_Undetermined,0.025583230023667306,speed_limit_category,Undetermined,Pedal cyclist
road_user_Pedal cyclist,0.02763063976858635,speed_limit_category,Undetermined,Pedal cyclist
gender_Male,0.719129193433262,gender,Male,Motorcycle pillion passenger
gender_Female,0.28026973214621137,gender,Female,Motorcycle pillion passenger
itemsets,support,feature,value,target
age_group_65_to_74,0.07834629400052594,age_group,65_to_74,Motorcycle pillion passenger
age_group_17_to_25,0.2555693301776926,age_group,17_to_25,Motorcycle pillion passenger
age_group_26_to_39,0.23175175626432248,age_group,26_to_39,Motorcycle pillion passenger
age_group_40_to_64,0.2590818588226455,age_group,40_to_64,Motorcycle pillion passenger
age_group_75_or_older,0.0985762049663774,age_group,75_or_older,Motorcycle pillion passenger
age_group_0_to_16,0.07475863105300726,age_group,0_to_16,Motorcycle pillion passenger
itemsets,support,feature,value,target
day_of_week_Weekday,0.5881888876366506,day_of_week,Weekday,Motorcycle pillion passenger
day_of_week_Weekend,0.411585709455652,day_of_week,Weekend,Motorcycle pillion passenger
itemsets,support,feature,value,target
time_of_day_Night,0.4287538975919456,time_of_day,Night,Motorcycle pillion passenger
time_of_day_Day,0.5704384086554717,time_of_day,Day,Motorcycle pillion passenger
itemsets,support,feature,value,target
bus_involvement_No,0.9801269769713362,bus_involvement,No,Motorcycle pillion passenger
itemsets,support,feature,value,target
bus_involvement_Yes,0.018595739885044517,bus_involvement,Yes,Motorcycle pillion passenger
heavy_rigid_truck_involvement_No,0.6261880611593222,heavy_rigid_truck_involvement,No,Motorcycle pillion passenger
heavy_rigid_truck_involvement_Undetermined,0.33864908523986625,heavy_rigid_truck_involvement,Undetermined,Motorcycle pillion passenger
heavy_rigid_truck_involvement_Yes,0.03516285360081145,heavy_rigid_truck_involvement,Yes,Motorcycle pillion passenger
articulated_truck_involvement_No,0.8997708403771743,articulated_truck_involvement,No,Motorcycle pillion passenger
itemsets,support,feature,value,target
articulated_truck_involvement_Yes,0.09906457793305534,articulated_truck_involvement,Yes,Motorcycle pillion passenger
national_road_type_Arterial Road,0.04695893910364777,national_road_type,Arterial Road,Motorcycle pillion passenger
national_road_type_Local Road,0.04188737368045381,national_road_type,Local Road,Motorcycle pillion passenger
national_road_type_National or State Highway,0.05924339757316203,national_road_type,National or State Highway,Motorcycle pillion passenger
national_road_type_Undetermined,0.7994101957248582,national_road_type,Undetermined,Motorcycle pillion passenger
national_road_type_Sub-arterial Road,0.033810436154626394,national_road_type,Sub-arterial Road,Motorcycle pillion passenger
national_road_type_Collector Road,0.015515233479845224,national_road_type,Collector Road,Motorcycle pillion passenger
itemsets,support,feature,value,target
itemsets,support,feature,value,target
itemsets,support,feature,value,target
crash_type_Single,0.5575340921897892,crash_type,Single,Motorcycle pillion passenger
crash_type_Multiple,0.4424659078102108,crash_type,Multiple,Motorcycle pillion passenger
christmas_period_Yes,0.031462489199444006,christmas_period,Yes,Motorcycle pillion passenger
christmas_period_No,0.968537510800556,christmas_period,No,Motorcycle pillion passenger
easter_period_No,0.99382020361396,easter_period,No,Motorcycle pillion passenger
itemsets,support,feature,value,target
state_NSW,0.30566512641346405,state,NSW,Motorcycle pillion passenger
state_Tas,0.0299034524212029,state,Tas,Motorcycle pillion passenger
state_Vic,0.21439573237161427,state,Vic,Motorcycle pillion passenger
state_Qld,0.20352004207520943,state,Qld,Motorcycle pillion passenger
state_SA,0.0857094556519779,state,SA,Motorcycle pillion passenger
state_WA,0.12064690634509186,state,WA,Motorcycle pillion passenger
itemsets,support,feature,value,target
state_NT,0.03116195198918066,state,NT,Motorcycle pillion passenger
national_remoteness_areas_Inner Regional Australia,0.0683534317592697,national_remoteness_areas,Inner Regional Australia,Motorcycle pillion passenger
national_remoteness_areas_Outer Regional Australia,0.04740974491904279,national_remoteness_areas,Outer Regional Australia,Motorcycle pillion passenger
national_remoteness_areas_Unknown,0.7933243172170255,national_remoteness_areas,Unknown,Motorcycle pillion passenger
national_remoteness_areas_Major Cities of Australia,0.07186596040422255,national_remoteness_areas,Major Cities of Australia,Motorcycle pillion passenger
itemsets,support,feature,value,target
itemsets,support,feature,value,target
number_fatalities_1,0.8261580074382959,number_fatalities,1,Motorcycle pillion passenger
number_fatalities_2,0.1240279499605545,number_fatalities,2,Motorcycle pillion passenger
number_fatalities_3,0.03071114617378564,number_fatalities,3,Motorcycle pillion passenger
number_fatalities_4,0.011326496111799842,number_fatalities,4,Motorcycle pillion passenger
itemsets,support,feature,value,target
itemsets,support,feature,value,target
itemsets,support,feature,value,target
itemsets,support,feature,value,target
itemsets,support,feature,value,target
itemsets,support,feature,value,target
itemsets,support,feature,value,target
itemsets,support,feature,value,target
speed_limit_category_High (>80),0.48161087944701153,speed_limit_category,High (>80),Motorcycle pillion passenger
speed_limit_category_Medium (51-80),0.4228182876892445,speed_limit_category,Medium (51-80),Motorcycle pillion passenger
speed_limit_category_Low (≤50),0.06998760284007664,speed_limit_category,Low (≤50),Motorcycle pillion passenger
speed_limit_category_Undetermined,0.025583230023667306,speed_limit_category,Undetermined,Motorcycle pillion passenger
