Month,Index,Year,Dayweek,Time,Day of week,Time of Day
12,1,2024,Friday,04:00:00,Weekday,Night
12,2,2024,Friday,06:15:00,Weekday,Day
12,3,2024,Friday,09:43:00,Weekday,Day
12,4,2024,Friday,10:35:00,Weekday,Day
12,5,2024,Friday,11:30:00,Weekday,Day
12,6,2024,Friday,13:00:00,Weekday,Day
12,7,2024,Friday,13:39:00,Weekday,Day
12,8,2024,Friday,17:15:00,Weekday,Day
12,9,2024,Friday,19:00:00,Weekend,Night
12,10,2024,Friday,19:30:00,Weekend,Night
12,11,2024,Friday,19:40:00,Weekend,Night
12,12,2024,Friday,22:42:00,Weekend,Night
12,13,2024,Friday,23:00:00,Weekend,Night
12,14,2024,Friday,23:10:00,Weekend,Night
12,15,2024,Monday,01:00:00,Weekend,Night
12,16,2024,Monday,01:09:00,Weekend,Night
12,17,2024,Monday,02:40:00,Weekend,Night
12,18,2024,Monday,09:00:00,Weekday,Day
12,19,2024,Monday,10:20:00,Weekday,Day
12,20,2024,Monday,10:48:00,Weekday,Day
12,21,2024,Monday,12:05:00,Weekday,Day
12,22,2024,Monday,13:58:00,Weekday,Day
12,23,2024,Monday,14:00:00,Weekday,Day
12,24,2024,Monday,14:43:00,Weekday,Day
12,25,2024,Monday,15:52:00,Weekday,Day
12,26,2024,Monday,16:00:00,Weekday,Day
12,27,2024,Monday,19:35:00,Weekday,Night
12,28,2024,Monday,20:34:00,Weekday,Night
12,29,2024,Monday,21:04:00,Weekday,Night
12,30,2024,Monday,21:38:00,Weekday,Night
12,31,2024,Saturday,02:27:00,Weekend,Night
12,32,2024,Saturday,03:30:00,Weekend,Night
12,33,2024,Saturday,04:00:00,Weekend,Night
12,34,2024,Saturday,04:17:00,Weekend,Night
12,35,2024,Saturday,04:20:00,Weekend,Night
12,36,2024,Saturday,08:13:00,Weekend,Day
12,37,2024,Saturday,10:25:00,Weekend,Day
12,38,2024,Saturday,10:36:00,Weekend,Day
12,39,2024,Saturday,11:35:00,Weekend,Day
12,40,2024,Saturday,11:40:00,Weekend,Day
12,41,2024,Saturday,12:10:00,Weekend,Day
12,42,2024,Saturday,14:00:00,Weekend,Day
12,43,2024,Saturday,14:50:00,Weekend,Day
12,44,2024,Saturday,15:00:00,Weekend,Day
12,45,2024,Saturday,15:10:00,Weekend,Day
12,46,2024,Saturday,15:18:00,Weekend,Day
12,47,2024,Saturday,15:25:00,Weekend,Day
12,48,2024,Saturday,16:10:00,Weekend,Day
12,49,2024,Saturday,20:47:00,Weekend,Night
12,50,2024,Saturday,21:30:00,Weekend,Night
12,51,2024,Saturday,22:40:00,Weekend,Night
12,52,2024,Sunday,02:00:00,Weekend,Night
12,53,2024,Sunday,04:00:00,Weekend,Night
12,54,2024,Sunday,06:35:00,Weekend,Day
12,55,2024,Sunday,08:09:00,Weekend,Day
12,56,2024,Sunday,08:20:00,Weekend,Day
12,57,2024,Sunday,11:20:00,Weekend,Day
12,58,2024,Sunday,12:00:00,Weekend,Day
12,59,2024,Sunday,12:07:00,Weekend,Day
12,60,2024,Sunday,12:23:00,Weekend,Day
12,61,2024,Sunday,12:35:00,Weekend,Day
12,62,2024,Sunday,12:50:00,Weekend,Day
12,63,2024,Sunday,13:00:00,Weekend,Day
12,64,2024,Sunday,13:25:00,Weekend,Day
12,65,2024,Sunday,14:15:00,Weekend,Day
12,66,2024,Sunday,14:45:00,Weekend,Day
12,67,2024,Sunday,14:48:00,Weekend,Day
12,68,2024,Sunday,16:00:00,Weekend,Day
12,69,2024,Sunday,17:00:00,Weekend,Day
12,70,2024,Sunday,17:48:00,Weekend,Day
12,71,2024,Sunday,18:20:00,Weekend,Night
12,72,2024,Sunday,18:45:00,Weekend,Night
12,73,2024,Sunday,22:19:00,Weekend,Night
12,74,2024,Sunday,23:00:00,Weekend,Night
12,75,2024,Sunday,23:12:00,Weekend,Night
12,76,2024,Thursday,01:39:00,Weekday,Night
12,77,2024,Thursday,09:10:00,Weekday,Day
12,78,2024,Thursday,09:50:00,Weekday,Day
12,79,2024,Thursday,12:00:00,Weekday,Day
12,80,2024,Thursday,12:28:00,Weekday,Day
12,81,2024,Thursday,15:40:00,Weekday,Day
12,82,2024,Thursday,16:27:00,Weekday,Day
12,83,2024,Thursday,17:25:00,Weekday,Day
12,84,2024,Thursday,22:02:00,Weekday,Night
12,85,2024,Tuesday,04:00:00,Weekday,Night
12,86,2024,Tuesday,06:54:00,Weekday,Day
12,87,2024,Tuesday,08:30:00,Weekday,Day
12,88,2024,Tuesday,11:00:00,Weekday,Day
12,89,2024,Tuesday,13:20:00,Weekday,Day
12,90,2024,Tuesday,13:30:00,Weekday,Day
12,91,2024,Tuesday,14:00:00,Weekday,Day
12,92,2024,Tuesday,15:00:00,Weekday,Day
12,93,2024,Tuesday,17:58:00,Weekday,Day
12,94,2024,Tuesday,18:30:00,Weekday,Night
12,95,2024,Tuesday,21:10:00,Weekday,Night
12,96,2024,Tuesday,22:55:00,Weekday,Night
12,97,2024,Tuesday,23:55:00,Weekday,Night
12,98,2024,Wednesday,00:00:00,Weekday,Night
12,99,2024,Wednesday,04:00:00,Weekday,Night
12,100,2024,Wednesday,12:25:00,Weekday,Day
12,101,2024,Wednesday,12:54:00,Weekday,Day
12,102,2024,Wednesday,16:00:00,Weekday,Day
12,103,2024,Wednesday,16:10:00,Weekday,Day
12,104,2024,Wednesday,17:00:00,Weekday,Day
12,105,2024,Wednesday,19:05:00,Weekday,Night
11,106,2024,Friday,02:00:00,Weekday,Night
11,107,2024,Friday,04:44:00,Weekday,Night
11,108,2024,Friday,07:05:00,Weekday,Day
11,109,2024,Friday,07:10:00,Weekday,Day
11,110,2024,Friday,09:00:00,Weekday,Day
11,111,2024,Friday,10:00:00,Weekday,Day
11,112,2024,Friday,10:50:00,Weekday,Day
11,113,2024,Friday,10:54:00,Weekday,Day
11,114,2024,Friday,12:42:00,Weekday,Day
11,115,2024,Friday,13:00:00,Weekday,Day
11,116,2024,Friday,14:30:00,Weekday,Day
11,117,2024,Friday,17:30:00,Weekday,Day
11,118,2024,Friday,18:00:00,Weekend,Night
11,119,2024,Friday,20:00:00,Weekend,Night
11,120,2024,Friday,21:45:00,Weekend,Night
11,121,2024,Friday,22:35:00,Weekend,Night
11,122,2024,Monday,03:15:00,Weekend,Night
11,123,2024,Monday,06:00:00,Weekday,Day
11,124,2024,Monday,06:23:00,Weekday,Day
11,125,2024,Monday,10:56:00,Weekday,Day
11,126,2024,Monday,11:30:00,Weekday,Day
11,127,2024,Monday,12:12:00,Weekday,Day
11,128,2024,Monday,14:00:00,Weekday,Day
11,129,2024,Monday,14:20:00,Weekday,Day
11,130,2024,Monday,15:05:00,Weekday,Day
11,131,2024,Monday,15:07:00,Weekday,Day
11,132,2024,Monday,15:08:00,Weekday,Day
11,133,2024,Monday,15:38:00,Weekday,Day
11,134,2024,Monday,16:30:00,Weekday,Day
11,135,2024,Monday,17:57:00,Weekday,Day
11,136,2024,Monday,20:00:00,Weekday,Night
11,137,2024,Monday,23:10:00,Weekday,Night
11,138,2024,Saturday,03:45:00,Weekend,Night
11,139,2024,Saturday,05:20:00,Weekend,Night
11,140,2024,Saturday,06:00:00,Weekend,Day
11,141,2024,Saturday,06:35:00,Weekend,Day
11,142,2024,Saturday,09:00:00,Weekend,Day
11,143,2024,Saturday,09:25:00,Weekend,Day
11,144,2024,Saturday,10:00:00,Weekend,Day
11,145,2024,Saturday,10:10:00,Weekend,Day
11,146,2024,Saturday,11:00:00,Weekend,Day
11,147,2024,Saturday,11:05:00,Weekend,Day
11,148,2024,Saturday,11:10:00,Weekend,Day
11,149,2024,Saturday,11:20:00,Weekend,Day
11,150,2024,Saturday,11:25:00,Weekend,Day
11,151,2024,Saturday,15:35:00,Weekend,Day
11,152,2024,Saturday,16:00:00,Weekend,Day
11,153,2024,Saturday,17:20:00,Weekend,Day
11,154,2024,Saturday,17:45:00,Weekend,Day
11,155,2024,Saturday,18:38:00,Weekend,Night
11,156,2024,Saturday,18:39:00,Weekend,Night
11,157,2024,Saturday,19:00:00,Weekend,Night
11,158,2024,Saturday,21:00:00,Weekend,Night
11,159,2024,Saturday,21:35:00,Weekend,Night
11,160,2024,Saturday,23:00:00,Weekend,Night
11,161,2024,Saturday,23:14:00,Weekend,Night
11,162,2024,Saturday,23:23:00,Weekend,Night
11,163,2024,Saturday,23:24:00,Weekend,Night
11,164,2024,Sunday,00:00:00,Weekend,Night
11,165,2024,Sunday,01:30:00,Weekend,Night
11,166,2024,Sunday,02:10:00,Weekend,Night
11,167,2024,Sunday,03:00:00,Weekend,Night
11,168,2024,Sunday,06:00:00,Weekend,Day
11,169,2024,Sunday,07:15:00,Weekend,Day
11,170,2024,Sunday,08:10:00,Weekend,Day
11,171,2024,Sunday,09:40:00,Weekend,Day
11,172,2024,Sunday,10:40:00,Weekend,Day
11,173,2024,Sunday,11:00:00,Weekend,Day
11,174,2024,Sunday,11:04:00,Weekend,Day
11,175,2024,Sunday,11:30:00,Weekend,Day
11,176,2024,Sunday,12:25:00,Weekend,Day
11,177,2024,Sunday,12:30:00,Weekend,Day
11,178,2024,Sunday,14:45:00,Weekend,Day
11,179,2024,Sunday,17:00:00,Weekend,Day
11,180,2024,Sunday,17:10:00,Weekend,Day
11,181,2024,Sunday,21:00:00,Weekend,Night
11,182,2024,Thursday,00:01:00,Weekday,Night
11,183,2024,Thursday,02:00:00,Weekday,Night
11,184,2024,Thursday,04:00:00,Weekday,Night
11,185,2024,Thursday,04:02:00,Weekday,Night
11,186,2024,Thursday,05:45:00,Weekday,Night
11,187,2024,Thursday,09:00:00,Weekday,Day
11,188,2024,Thursday,12:20:00,Weekday,Day
11,189,2024,Thursday,13:30:00,Weekday,Day
11,190,2024,Thursday,16:00:00,Weekday,Day
11,191,2024,Thursday,16:05:00,Weekday,Day
11,192,2024,Thursday,17:25:00,Weekday,Day
11,193,2024,Thursday,17:44:00,Weekday,Day
11,194,2024,Thursday,18:15:00,Weekday,Night
11,195,2024,Tuesday,05:00:00,Weekday,Night
11,196,2024,Tuesday,06:00:00,Weekday,Day
11,197,2024,Tuesday,08:25:00,Weekday,Day
11,198,2024,Tuesday,08:40:00,Weekday,Day
11,199,2024,Tuesday,10:45:00,Weekday,Day
11,200,2024,Tuesday,11:00:00,Weekday,Day
11,201,2024,Tuesday,11:48:00,Weekday,Day
11,202,2024,Tuesday,11:58:00,Weekday,Day
11,203,2024,Tuesday,12:00:00,Weekday,Day
11,204,2024,Tuesday,12:25:00,Weekday,Day
11,205,2024,Tuesday,12:37:00,Weekday,Day
11,206,2024,Tuesday,12:55:00,Weekday,Day
11,207,2024,Tuesday,14:33:00,Weekday,Day
11,208,2024,Tuesday,16:00:00,Weekday,Day
11,209,2024,Tuesday,16:40:00,Weekday,Day
11,210,2024,Tuesday,17:00:00,Weekday,Day
11,211,2024,Tuesday,17:03:00,Weekday,Day
11,212,2024,Tuesday,18:09:00,Weekday,Night
11,213,2024,Tuesday,20:10:00,Weekday,Night
11,214,2024,Tuesday,23:00:00,Weekday,Night
11,215,2024,Tuesday,23:40:00,Weekday,Night
11,216,2024,Wednesday,01:40:00,Weekday,Night
11,217,2024,Wednesday,17:15:00,Weekday,Day
11,218,2024,Wednesday,18:00:00,Weekday,Night
11,219,2024,Wednesday,18:15:00,Weekday,Night
11,220,2024,Wednesday,21:50:00,Weekday,Night
11,221,2024,Wednesday,22:08:00,Weekday,Night
11,222,2024,Wednesday,23:49:00,Weekday,Night
10,223,2024,Friday,06:50:00,Weekday,Day
10,224,2024,Friday,07:15:00,Weekday,Day
10,225,2024,Friday,10:00:00,Weekday,Day
10,226,2024,Friday,11:00:00,Weekday,Day
10,227,2024,Friday,11:22:00,Weekday,Day
10,228,2024,Friday,15:00:00,Weekday,Day
10,229,2024,Friday,15:50:00,Weekday,Day
10,230,2024,Friday,16:00:00,Weekday,Day
10,231,2024,Friday,16:22:00,Weekday,Day
10,232,2024,Friday,16:58:00,Weekday,Day
10,233,2024,Friday,17:50:00,Weekday,Day
10,234,2024,Friday,19:00:00,Weekend,Night
10,235,2024,Friday,19:57:00,Weekend,Night
10,236,2024,Friday,20:00:00,Weekend,Night
10,237,2024,Friday,22:20:00,Weekend,Night
10,238,2024,Friday,22:45:00,Weekend,Night
10,239,2024,Friday,23:38:00,Weekend,Night
10,240,2024,Monday,00:25:00,Weekend,Night
10,241,2024,Monday,02:00:00,Weekend,Night
10,242,2024,Monday,06:30:00,Weekday,Day
10,243,2024,Monday,08:00:00,Weekday,Day
10,244,2024,Monday,10:24:00,Weekday,Day
10,245,2024,Monday,14:00:00,Weekday,Day
10,246,2024,Monday,14:37:00,Weekday,Day
10,247,2024,Monday,14:40:00,Weekday,Day
10,248,2024,Monday,16:00:00,Weekday,Day
10,249,2024,Monday,16:20:00,Weekday,Day
10,250,2024,Monday,18:00:00,Weekday,Night
10,251,2024,Saturday,02:10:00,Weekend,Night
10,252,2024,Saturday,04:00:00,Weekend,Night
10,253,2024,Saturday,05:06:00,Weekend,Night
10,254,2024,Saturday,05:12:00,Weekend,Night
10,255,2024,Saturday,08:00:00,Weekend,Day
10,256,2024,Saturday,12:00:00,Weekend,Day
10,257,2024,Saturday,13:00:00,Weekend,Day
10,258,2024,Saturday,13:10:00,Weekend,Day
10,259,2024,Saturday,14:00:00,Weekend,Day
10,260,2024,Saturday,16:46:00,Weekend,Day
10,261,2024,Saturday,16:57:00,Weekend,Day
10,262,2024,Saturday,19:15:00,Weekend,Night
10,263,2024,Saturday,20:10:00,Weekend,Night
10,264,2024,Sunday,00:23:00,Weekend,Night
10,265,2024,Sunday,01:00:00,Weekend,Night
10,266,2024,Sunday,01:15:00,Weekend,Night
10,267,2024,Sunday,03:45:00,Weekend,Night
10,268,2024,Sunday,07:55:00,Weekend,Day
10,269,2024,Sunday,08:30:00,Weekend,Day
10,270,2024,Sunday,09:00:00,Weekend,Day
10,271,2024,Sunday,09:49:00,Weekend,Day
10,272,2024,Sunday,10:00:00,Weekend,Day
10,273,2024,Sunday,11:15:00,Weekend,Day
10,274,2024,Sunday,12:10:00,Weekend,Day
10,275,2024,Sunday,13:00:00,Weekend,Day
10,276,2024,Sunday,13:29:00,Weekend,Day
10,277,2024,Sunday,13:46:00,Weekend,Day
10,278,2024,Sunday,14:00:00,Weekend,Day
10,279,2024,Sunday,14:42:00,Weekend,Day
10,280,2024,Sunday,14:51:00,Weekend,Day
10,281,2024,Sunday,15:35:00,Weekend,Day
10,282,2024,Sunday,16:00:00,Weekend,Day
10,283,2024,Sunday,16:22:00,Weekend,Day
10,284,2024,Sunday,16:45:00,Weekend,Day
10,285,2024,Thursday,03:38:00,Weekday,Night
10,286,2024,Thursday,04:50:00,Weekday,Night
10,287,2024,Thursday,05:45:00,Weekday,Night
10,288,2024,Thursday,08:00:00,Weekday,Day
10,289,2024,Thursday,08:28:00,Weekday,Day
10,290,2024,Thursday,09:00:00,Weekday,Day
10,291,2024,Thursday,10:45:00,Weekday,Day
10,292,2024,Thursday,13:00:00,Weekday,Day
10,293,2024,Thursday,13:30:00,Weekday,Day
10,294,2024,Thursday,13:54:00,Weekday,Day
10,295,2024,Thursday,14:30:00,Weekday,Day
10,296,2024,Thursday,14:45:00,Weekday,Day
10,297,2024,Thursday,15:15:00,Weekday,Day
10,298,2024,Thursday,16:30:00,Weekday,Day
10,299,2024,Thursday,16:35:00,Weekday,Day
10,300,2024,Thursday,17:00:00,Weekday,Day
10,301,2024,Thursday,17:31:00,Weekday,Day
10,302,2024,Thursday,18:19:00,Weekday,Night
10,303,2024,Thursday,19:00:00,Weekday,Night
10,304,2024,Thursday,21:07:00,Weekday,Night
10,305,2024,Thursday,21:30:00,Weekday,Night
10,306,2024,Tuesday,00:18:00,Weekday,Night
10,307,2024,Tuesday,04:00:00,Weekday,Night
10,308,2024,Tuesday,05:15:00,Weekday,Night
10,309,2024,Tuesday,06:00:00,Weekday,Day
10,310,2024,Tuesday,14:00:00,Weekday,Day
10,311,2024,Tuesday,14:30:00,Weekday,Day
10,312,2024,Tuesday,18:00:00,Weekday,Night
10,313,2024,Tuesday,18:15:00,Weekday,Night
10,314,2024,Tuesday,20:20:00,Weekday,Night
10,315,2024,Tuesday,21:24:00,Weekday,Night
10,316,2024,Wednesday,04:59:00,Weekday,Night
10,317,2024,Wednesday,13:21:00,Weekday,Day
10,318,2024,Wednesday,13:45:00,Weekday,Day
10,319,2024,Wednesday,15:15:00,Weekday,Day
10,320,2024,Wednesday,15:18:00,Weekday,Day
10,321,2024,Wednesday,15:34:00,Weekday,Day
10,322,2024,Wednesday,16:00:00,Weekday,Day
10,323,2024,Wednesday,17:00:00,Weekday,Day
10,324,2024,Wednesday,18:00:00,Weekday,Night
10,325,2024,Wednesday,18:45:00,Weekday,Night
10,326,2024,Wednesday,21:27:00,Weekday,Night
10,327,2024,Wednesday,23:30:00,Weekday,Night
9,328,2024,Friday,02:42:00,Weekday,Night
9,329,2024,Friday,08:00:00,Weekday,Day
9,330,2024,Friday,08:56:00,Weekday,Day
9,331,2024,Friday,12:00:00,Weekday,Day
9,332,2024,Friday,12:18:00,Weekday,Day
9,333,2024,Friday,12:40:00,Weekday,Day
9,334,2024,Friday,14:00:00,Weekday,Day
9,335,2024,Friday,15:00:00,Weekday,Day
9,336,2024,Friday,15:38:00,Weekday,Day
9,337,2024,Friday,17:00:00,Weekday,Day
9,338,2024,Friday,18:00:00,Weekend,Night
9,339,2024,Friday,18:45:00,Weekend,Night
9,340,2024,Friday,20:18:00,Weekend,Night
9,341,2024,Friday,20:30:00,Weekend,Night
9,342,2024,Friday,20:33:00,Weekend,Night
9,343,2024,Friday,21:00:00,Weekend,Night
9,344,2024,Friday,21:22:00,Weekend,Night
9,345,2024,Monday,10:09:00,Weekday,Day
9,346,2024,Monday,11:50:00,Weekday,Day
9,347,2024,Monday,13:30:00,Weekday,Day
9,348,2024,Monday,14:00:00,Weekday,Day
9,349,2024,Monday,14:15:00,Weekday,Day
9,350,2024,Monday,17:00:00,Weekday,Day
9,351,2024,Monday,17:30:00,Weekday,Day
9,352,2024,Monday,17:38:00,Weekday,Day
9,353,2024,Saturday,01:00:00,Weekend,Night
9,354,2024,Saturday,04:40:00,Weekend,Night
9,355,2024,Saturday,09:15:00,Weekend,Day
9,356,2024,Saturday,10:05:00,Weekend,Day
9,357,2024,Saturday,11:27:00,Weekend,Day
9,358,2024,Saturday,15:47:00,Weekend,Day
9,359,2024,Saturday,16:22:00,Weekend,Day
9,360,2024,Saturday,17:35:00,Weekend,Day
9,361,2024,Saturday,18:00:00,Weekend,Night
9,362,2024,Saturday,19:06:00,Weekend,Night
9,363,2024,Saturday,19:30:00,Weekend,Night
9,364,2024,Saturday,21:35:00,Weekend,Night
9,365,2024,Saturday,22:08:00,Weekend,Night
9,366,2024,Saturday,22:18:00,Weekend,Night
9,367,2024,Sunday,00:00:00,Weekend,Night
9,368,2024,Sunday,01:15:00,Weekend,Night
9,369,2024,Sunday,03:15:00,Weekend,Night
9,370,2024,Sunday,04:20:00,Weekend,Night
9,371,2024,Sunday,07:20:00,Weekend,Day
9,372,2024,Sunday,10:04:00,Weekend,Day
9,373,2024,Sunday,10:25:00,Weekend,Day
9,374,2024,Sunday,12:30:00,Weekend,Day
9,375,2024,Sunday,12:59:00,Weekend,Day
9,376,2024,Sunday,13:00:00,Weekend,Day
9,377,2024,Sunday,16:40:00,Weekend,Day
9,378,2024,Sunday,17:00:00,Weekend,Day
9,379,2024,Sunday,17:45:00,Weekend,Day
9,380,2024,Sunday,19:00:00,Weekend,Night
9,381,2024,Sunday,19:45:00,Weekend,Night
9,382,2024,Sunday,21:20:00,Weekend,Night
9,383,2024,Sunday,21:23:00,Weekend,Night
9,384,2024,Thursday,00:00:00,Weekday,Night
9,385,2024,Thursday,01:41:00,Weekday,Night
9,386,2024,Thursday,04:00:00,Weekday,Night
9,387,2024,Thursday,05:25:00,Weekday,Night
9,388,2024,Thursday,06:50:00,Weekday,Day
9,389,2024,Thursday,07:04:00,Weekday,Day
9,390,2024,Thursday,08:00:00,Weekday,Day
9,391,2024,Thursday,11:00:00,Weekday,Day
9,392,2024,Thursday,11:30:00,Weekday,Day
9,393,2024,Thursday,12:17:00,Weekday,Day
9,394,2024,Thursday,12:45:00,Weekday,Day
9,395,2024,Thursday,21:05:00,Weekday,Night
9,396,2024,Tuesday,04:00:00,Weekday,Night
9,397,2024,Tuesday,08:31:00,Weekday,Day
9,398,2024,Tuesday,12:36:00,Weekday,Day
9,399,2024,Tuesday,16:00:00,Weekday,Day
9,400,2024,Tuesday,19:37:00,Weekday,Night
9,401,2024,Tuesday,22:50:00,Weekday,Night
9,402,2024,Wednesday,06:00:00,Weekday,Day
9,403,2024,Wednesday,09:56:00,Weekday,Day
9,404,2024,Wednesday,11:00:00,Weekday,Day
9,405,2024,Wednesday,13:11:00,Weekday,Day
9,406,2024,Wednesday,15:20:00,Weekday,Day
9,407,2024,Wednesday,16:50:00,Weekday,Day
9,408,2024,Wednesday,17:46:00,Weekday,Day
9,409,2024,Wednesday,18:27:00,Weekday,Night
9,410,2024,Wednesday,18:40:00,Weekday,Night
9,411,2024,Wednesday,20:00:00,Weekday,Night
9,412,2024,Wednesday,22:06:00,Weekday,Night
9,413,2024,Wednesday,22:45:00,Weekday,Night
8,414,2024,Friday,02:00:00,Weekday,Night
8,415,2024,Friday,05:00:00,Weekday,Night
8,416,2024,Friday,06:15:00,Weekday,Day
8,417,2024,Friday,06:35:00,Weekday,Day
8,418,2024,Friday,08:10:00,Weekday,Day
8,419,2024,Friday,08:59:00,Weekday,Day
8,420,2024,Friday,11:00:00,Weekday,Day
8,421,2024,Friday,13:00:00,Weekday,Day
8,422,2024,Friday,13:15:00,Weekday,Day
8,423,2024,Friday,15:00:00,Weekday,Day
8,424,2024,Friday,15:15:00,Weekday,Day
8,425,2024,Friday,17:45:00,Weekday,Day
8,426,2024,Friday,17:50:00,Weekday,Day
8,427,2024,Friday,18:00:00,Weekend,Night
8,428,2024,Friday,18:54:00,Weekend,Night
8,429,2024,Friday,19:05:00,Weekend,Night
8,430,2024,Friday,19:30:00,Weekend,Night
8,431,2024,Friday,19:55:00,Weekend,Night
8,432,2024,Friday,20:00:00,Weekend,Night
8,433,2024,Friday,21:00:00,Weekend,Night
8,434,2024,Monday,00:48:00,Weekend,Night
8,435,2024,Monday,02:00:00,Weekend,Night
8,436,2024,Monday,05:38:00,Weekend,Night
8,437,2024,Monday,07:00:00,Weekday,Day
8,438,2024,Monday,08:00:00,Weekday,Day
8,439,2024,Monday,09:15:00,Weekday,Day
8,440,2024,Monday,09:25:00,Weekday,Day
8,441,2024,Monday,09:30:00,Weekday,Day
8,442,2024,Monday,10:23:00,Weekday,Day
8,443,2024,Monday,15:05:00,Weekday,Day
8,444,2024,Monday,15:45:00,Weekday,Day
8,445,2024,Monday,17:01:00,Weekday,Day
8,446,2024,Monday,17:40:00,Weekday,Day
8,447,2024,Monday,19:48:00,Weekday,Night
8,448,2024,Saturday,00:55:00,Weekend,Night
8,449,2024,Saturday,03:30:00,Weekend,Night
8,450,2024,Saturday,10:30:00,Weekend,Day
8,451,2024,Saturday,11:00:00,Weekend,Day
8,452,2024,Saturday,11:15:00,Weekend,Day
8,453,2024,Saturday,13:00:00,Weekend,Day
8,454,2024,Saturday,14:54:00,Weekend,Day
8,455,2024,Saturday,16:20:00,Weekend,Day
8,456,2024,Saturday,17:15:00,Weekend,Day
8,457,2024,Saturday,18:16:00,Weekend,Night
8,458,2024,Saturday,19:14:00,Weekend,Night
8,459,2024,Saturday,21:00:00,Weekend,Night
8,460,2024,Saturday,22:49:00,Weekend,Night
8,461,2024,Saturday,23:25:00,Weekend,Night
8,462,2024,Sunday,00:00:00,Weekend,Night
8,463,2024,Sunday,00:40:00,Weekend,Night
8,464,2024,Sunday,01:55:00,Weekend,Night
8,465,2024,Sunday,04:00:00,Weekend,Night
8,466,2024,Sunday,06:48:00,Weekend,Day
8,467,2024,Sunday,08:13:00,Weekend,Day
8,468,2024,Sunday,10:50:00,Weekend,Day
8,469,2024,Sunday,13:00:00,Weekend,Day
8,470,2024,Sunday,15:25:00,Weekend,Day
8,471,2024,Sunday,19:13:00,Weekend,Night
8,472,2024,Thursday,12:00:00,Weekday,Day
8,473,2024,Thursday,12:28:00,Weekday,Day
8,474,2024,Thursday,14:00:00,Weekday,Day
8,475,2024,Thursday,15:31:00,Weekday,Day
8,476,2024,Thursday,15:55:00,Weekday,Day
8,477,2024,Thursday,16:00:00,Weekday,Day
8,478,2024,Thursday,18:25:00,Weekday,Night
8,479,2024,Thursday,19:30:00,Weekday,Night
8,480,2024,Thursday,21:52:00,Weekday,Night
8,481,2024,Tuesday,02:00:00,Weekday,Night
8,482,2024,Tuesday,04:58:00,Weekday,Night
8,483,2024,Tuesday,06:40:00,Weekday,Day
8,484,2024,Tuesday,10:23:00,Weekday,Day
8,485,2024,Tuesday,16:45:00,Weekday,Day
8,486,2024,Tuesday,18:15:00,Weekday,Night
8,487,2024,Tuesday,19:00:00,Weekday,Night
8,488,2024,Tuesday,19:54:00,Weekday,Night
8,489,2024,Tuesday,20:40:00,Weekday,Night
8,490,2024,Tuesday,20:55:00,Weekday,Night
8,491,2024,Wednesday,06:40:00,Weekday,Day
8,492,2024,Wednesday,09:00:00,Weekday,Day
8,493,2024,Wednesday,09:35:00,Weekday,Day
8,494,2024,Wednesday,11:00:00,Weekday,Day
8,495,2024,Wednesday,18:00:00,Weekday,Night
8,496,2024,Wednesday,19:00:00,Weekday,Night
8,497,2024,Wednesday,19:32:00,Weekday,Night
8,498,2024,Wednesday,20:20:00,Weekday,Night
8,499,2024,Wednesday,22:41:00,Weekday,Night
8,500,2024,Wednesday,22:52:00,Weekday,Night
7,501,2024,Friday,08:00:00,Weekday,Day
7,502,2024,Friday,11:46:00,Weekday,Day
7,503,2024,Friday,12:00:00,Weekday,Day
7,504,2024,Friday,12:02:00,Weekday,Day
7,505,2024,Friday,12:38:00,Weekday,Day
7,506,2024,Friday,13:30:00,Weekday,Day
7,507,2024,Friday,14:50:00,Weekday,Day
7,508,2024,Friday,16:00:00,Weekday,Day
7,509,2024,Friday,16:30:00,Weekday,Day
7,510,2024,Friday,16:40:00,Weekday,Day
7,511,2024,Friday,22:45:00,Weekend,Night
7,512,2024,Monday,08:05:00,Weekday,Day
7,513,2024,Monday,08:15:00,Weekday,Day
7,514,2024,Monday,08:59:00,Weekday,Day
7,515,2024,Monday,09:25:00,Weekday,Day
7,516,2024,Monday,11:28:00,Weekday,Day
7,517,2024,Monday,12:08:00,Weekday,Day
7,518,2024,Monday,13:20:00,Weekday,Day
7,519,2024,Monday,13:24:00,Weekday,Day
7,520,2024,Monday,14:00:00,Weekday,Day
7,521,2024,Monday,14:30:00,Weekday,Day
7,522,2024,Monday,16:00:00,Weekday,Day
7,523,2024,Monday,19:20:00,Weekday,Night
7,524,2024,Monday,20:37:00,Weekday,Night
7,525,2024,Monday,22:00:00,Weekday,Night
7,526,2024,Monday,23:28:00,Weekday,Night
7,527,2024,Saturday,00:30:00,Weekend,Night
7,528,2024,Saturday,02:00:00,Weekend,Night
7,529,2024,Saturday,08:30:00,Weekend,Day
7,530,2024,Saturday,09:07:00,Weekend,Day
7,531,2024,Saturday,10:30:00,Weekend,Day
7,532,2024,Saturday,14:00:00,Weekend,Day
7,533,2024,Saturday,14:43:00,Weekend,Day
7,534,2024,Saturday,15:00:00,Weekend,Day
7,535,2024,Saturday,19:25:00,Weekend,Night
7,536,2024,Saturday,20:40:00,Weekend,Night
7,537,2024,Saturday,23:39:00,Weekend,Night
7,538,2024,Sunday,00:01:00,Weekend,Night
7,539,2024,Sunday,04:07:00,Weekend,Night
